# timestamp,gaze_x,gaze_y,left_position_x,left_position_y,left_pupil,right_position_x,right_position_y,right_pupil
1467798221.152568,1271.404252,331.587638,-25.253070,-1.424163,3.092532,34.420573,-13.242093,2.995535
1467798221.169197,1273.479592,332.729868,-25.268922,-1.430614,3.083782,34.417970,-13.227736,3.015121
1467798221.186018,1273.410868,329.017634,-25.305640,-1.398826,3.083446,34.396008,-13.200947,3.021595
1467798221.202471,1276.781565,329.528788,-25.355187,-1.386773,3.076304,34.351379,-13.163928,3.023727
1467798221.219213,1276.040235,327.632362,-25.417895,-1.366685,3.090248,34.298715,-13.130279,3.014734
1467798221.235788,1272.298082,326.375308,-25.489558,-1.343827,3.091214,34.239056,-13.070803,3.020388
1467798221.252538,1275.756943,328.710576,-25.571425,-1.330974,3.085772,34.146303,-13.026818,3.021793
1467798221.269180,1271.956992,327.752206,-25.642620,-1.296883,3.101833,34.074374,-13.001629,3.010841
1467798221.285771,1271.339169,327.354613,-25.721897,-1.297562,3.099473,33.997576,-13.010341,3.004970
1467798221.302453,1270.278122,329.482217,-25.790333,-1.336123,3.107818,33.925987,-13.028351,3.002112
1467798221.319140,1267.063339,328.729800,-25.856575,-1.352290,3.096052,33.868196,-13.049879,3.006477
1467798221.335801,1271.761906,328.280190,-25.934241,-1.361335,3.097615,33.782150,-13.060652,3.011990
1467798221.352478,1268.400923,328.739811,-26.010195,-1.380628,3.095047,33.706922,-13.060528,3.013396
1467798221.369068,1257.721495,332.988347,-26.214363,-1.416743,3.101112,33.492064,-13.046568,3.015071
1467798221.385724,1089.431554,336.182025,-26.818895,-1.480647,3.099903,32.848334,-13.127999,3.021955
1467798221.402510,1056.826106,367.125492,-27.035841,-1.563791,3.090882,32.548029,-13.154157,3.017805
1467798221.419047,1055.489205,374.709007,-27.091185,-1.582451,3.096968,32.480800,-13.142130,3.031619
1467798221.435778,1049.753078,359.044069,-27.187313,-1.587047,3.087933,32.387939,-13.134402,3.037967
1467798221.452372,1052.407165,368.982706,-27.277214,-1.632166,3.103554,32.315418,-13.136952,3.042074
1467798221.469042,1054.557302,377.140102,-27.344206,-1.667154,3.116432,32.227061,-13.168268,3.051058
1467798221.485766,1048.996132,373.671716,-27.434021,-1.694994,3.113486,32.145267,-13.177469,3.059077
1467798221.502348,1047.554303,385.433368,-27.457602,-1.723232,3.100926,32.075427,-13.145956,3.051110
1467798221.519030,1048.721796,382.056033,-27.517872,-1.689570,3.092400,32.021470,-13.106495,3.052536
1467798221.535672,1049.563390,383.227576,-27.558251,-1.659064,3.107416,31.963072,-13.072242,3.056934
1467798221.552391,1048.263822,384.566040,-27.575254,-1.640840,3.109682,31.929551,-13.016779,3.062108
1467798221.569133,1046.489556,384.938776,-27.589578,-1.617742,3.110049,31.900109,-12.971671,3.067159
1467798221.585661,1045.821096,383.506276,-27.628483,-1.584027,3.111086,31.855296,-12.922834,3.057766
1467798221.602322,1045.528895,385.462779,-27.670067,-1.573436,3.112726,31.815533,-12.882875,3.049658
1467798221.619137,1031.501998,382.751564,-27.755661,-1.541578,3.110062,31.726038,-12.843982,3.056204
1467798221.635644,1020.134443,384.039191,-27.784349,-1.552662,3.106113,31.723914,-12.868820,3.070594
1467798221.652300,1018.891516,381.938679,-27.799617,-1.550346,3.114651,31.727040,-12.872859,3.074195
1467798221.668987,1032.553262,379.702433,-27.806270,-1.518066,3.110688,31.744837,-12.858807,3.076605
1467798221.685639,1028.226609,377.995083,-27.810300,-1.480070,3.100832,31.765190,-12.831129,3.080730
1467798221.702355,1012.650443,377.251912,-27.786130,-1.421036,3.097558,31.800001,-12.778683,3.078663
1467798221.718933,1016.322545,378.234782,-27.746546,-1.342781,3.114814,31.838308,-12.719349,3.074944
1467798221.735607,1015.878185,377.098185,-27.699333,-1.232258,3.105075,31.896520,-12.614737,3.082450
1467798221.752280,1002.426136,387.184341,0.000000,0.000000,0.000000,31.922537,-12.460657,3.110502
1467798221.852205,999.219032,378.443561,0.000000,0.000000,0.000000,31.962348,-12.164882,3.106812
1467798221.868873,1018.387319,360.812069,-27.643332,-0.883344,3.083627,31.976312,-12.225756,3.079537
1467798221.885555,1020.037081,364.224293,-27.668626,-0.930778,3.054391,31.992850,-12.286167,3.068125
1467798221.902208,1017.811250,363.237788,-27.672469,-0.972830,3.042975,31.991152,-12.335913,3.059214
1467798221.918989,1017.013517,359.087872,-27.675317,-0.991465,3.027871,32.008428,-12.366508,3.045021
1467798221.935530,1019.107867,361.237765,-27.669127,-0.980424,3.009940,32.052624,-12.348316,3.041626
1467798221.952181,1020.288030,358.179860,-27.649806,-0.888836,3.007528,32.086305,-12.265623,3.037744
1467798221.968931,1018.318539,353.995237,-27.636061,-0.742122,3.003980,32.116199,-12.091790,3.022553
1467798221.985500,1020.454018,349.482318,-27.596304,-0.563961,2.994319,32.162182,-11.915560,3.017814
1467798222.002250,1025.549606,357.127912,-27.559268,-0.426022,2.989549,32.197423,-11.749119,3.009324
1467798222.018888,1019.832662,347.087644,-27.534979,-0.268385,2.993747,32.257103,-11.595714,3.001899
1467798222.035527,1023.888246,345.984269,-27.430045,-0.185923,2.986004,32.311941,-11.510033,2.998824
1467798222.052400,1051.964413,355.696617,-27.185263,-0.229182,3.001403,32.525107,-11.508467,2.992856
1467798222.068856,1056.126367,356.481440,-27.096457,-0.265015,3.010991,32.587001,-11.493182,3.003682
1467798222.085620,1070.793833,353.472000,-27.055673,-0.323882,3.019180,32.635967,-11.544806,3.005815
1467798222.102279,1085.643781,357.468980,-26.997781,-0.422744,3.019628,32.713484,-11.650394,3.006231
1467798222.119007,1075.285123,355.478125,-26.925922,-0.504008,3.020421,32.772434,-11.730946,3.007291
1467798222.135779,1076.174730,361.793404,-26.839707,-0.576366,3.029463,32.850797,-11.820298,3.010873
1467798222.152513,1072.359502,361.039197,-26.723892,-0.594302,3.034560,32.918516,-11.867884,3.015968
1467798222.169203,1081.952468,364.290587,-26.599943,-0.613376,3.031315,33.034895,-11.913888,3.019903
1467798222.185726,1082.924762,360.834405,-26.488434,-0.610903,3.031404,33.146336,-11.951755,3.014230
1467798222.202427,1080.938059,362.931779,-26.361543,-0.623698,3.021463,33.237595,-11.979011,3.020202
1467798222.219158,1081.512152,363.484441,-26.240381,-0.630146,3.021845,33.347402,-12.000639,3.023228
1467798222.235944,1083.736433,363.042225,-26.150052,-0.644693,3.014212,33.430443,-12.008297,3.020264
1467798222.252465,1082.770026,361.520009,-26.063718,-0.650609,3.006521,33.537598,-12.021260,3.016366
1467798222.268985,1085.413561,362.114055,-25.988878,-0.679189,3.006141,33.619897,-12.031719,3.006361
1467798222.285767,1080.395346,362.336273,-25.917125,-0.676621,2.995440,33.680939,-12.059654,2.995233
1467798222.302496,1083.183295,362.579541,-25.853189,-0.664136,2.980260,33.801386,-12.067227,2.976397
1467798222.319241,1081.507329,361.821864,-25.768658,-0.622489,2.982707,33.888844,-12.044840,2.964171
1467798222.335674,1084.180989,363.616677,-25.687169,-0.568437,2.970051,33.956015,-12.008813,2.951684
1467798222.352465,1082.384875,361.876547,-25.600882,-0.498499,2.963682,34.052616,-11.967643,2.937503
1467798222.369014,1083.738893,362.790468,-25.524120,-0.449860,2.952823,34.112194,-11.914695,2.930665
1467798222.385821,1078.876066,363.760837,-25.447136,-0.408686,2.947539,34.202621,-11.879918,2.934439
1467798222.402353,1082.585653,363.365387,-25.399999,-0.368089,2.933075,34.253814,-11.833089,2.936856
1467798222.419132,1086.377960,362.495109,-25.355417,-0.355101,2.919548,34.334140,-11.821077,2.913282
1467798222.435653,1091.082810,364.231742,-25.386701,-0.343052,2.903709,34.339794,-11.777167,2.919767
1467798222.452294,1089.365518,363.159824,-25.411326,-0.319880,2.907459,34.323187,-11.737644,2.918784
1467798222.468949,1090.106151,363.536254,-25.440718,-0.293938,2.888330,34.288847,-11.690123,2.908598
1467798222.485650,1092.270543,362.094030,-25.489550,-0.271903,2.896010,34.260843,-11.668676,2.902229
1467798222.502295,1094.035869,363.636102,-25.524357,-0.260774,2.884698,34.239230,-11.663199,2.897884
1467798222.518961,1095.233798,363.115315,-25.559300,-0.236379,2.879145,34.174801,-11.666526,2.883565
1467798222.535620,1095.562108,362.343610,-25.608101,-0.224924,2.871805,34.105063,-11.657421,2.890805
1467798222.552362,1094.869413,361.539330,-25.657889,-0.225710,2.876982,34.069838,-11.678269,2.887936
1467798222.568982,1099.361150,361.287058,-25.690692,-0.250164,2.874996,34.036556,-11.705428,2.884662
1467798222.585669,1099.671509,362.971494,-25.738967,-0.283225,2.879093,33.990502,-11.751477,2.877898
1467798222.602314,1098.167908,362.506837,-25.792753,-0.317049,2.888708,33.946933,-11.795745,2.872939
1467798222.618996,1097.452033,360.668192,-25.808827,-0.375769,2.897189,33.911875,-11.837620,2.874726
1467798222.635571,1095.868599,361.952160,-25.830313,-0.426218,2.897098,33.912465,-11.890884,2.874187
1467798222.652338,1097.250061,359.881936,-25.843535,-0.449152,2.898886,33.905093,-11.924393,2.869216
1467798222.668911,1097.328256,359.998146,-25.842844,-0.472713,2.895523,33.917199,-11.933192,2.864445
1467798222.685513,1093.361300,360.524972,-25.842411,-0.466250,2.884044,33.912857,-11.912338,2.868754
1467798222.702265,1096.543248,358.769850,-25.847242,-0.430811,2.879783,33.919831,-11.862378,2.865145
1467798222.718946,1097.493164,360.457445,-25.878011,-0.420829,2.869467,33.913566,-11.804648,2.857822
1467798222.735612,1099.698903,359.977258,-25.871261,-0.396912,2.861108,33.908607,-11.764946,2.871486
1467798222.752395,1098.427375,360.098118,-25.873546,-0.379128,2.858438,33.916883,-11.746248,2.864755
1467798222.768885,1095.000228,356.465081,-25.865700,-0.339039,2.867094,33.942171,-11.705109,2.873563
