# timestamp,gaze_x,gaze_y,left_position_x,left_position_y,left_pupil,right_position_x,right_position_y,right_pupil
1467799890.372518,1320.737745,592.207770,-37.061695,-46.873879,3.428059,16.288129,-52.554225,3.349707
1467799890.389155,1320.243978,593.253923,-37.044152,-46.888360,3.430565,16.276082,-52.562164,3.358548
1467799890.405803,1319.789628,593.904438,-37.020629,-46.898773,3.441149,16.268544,-52.562189,3.359987
1467799890.422585,1319.285832,592.545492,-36.992618,-46.879646,3.451124,16.289291,-52.566046,3.352465
1467799890.439218,1318.210615,592.307995,-36.981122,-46.869240,3.453590,16.297309,-52.553260,3.363925
1467799890.456043,1315.500699,593.359200,-36.981760,-46.862793,3.468860,16.301262,-52.521130,3.364321
1467799890.472848,1297.863903,591.386858,-37.083791,-46.825778,3.471572,16.184126,-52.533367,3.372948
1467799890.489243,1164.332806,589.346792,-37.345916,-46.748213,3.459525,15.852193,-52.427589,3.382744
1467799890.506045,1174.536425,590.649351,-37.325890,-46.692251,3.458108,15.820148,-52.389890,3.385043
1467799890.522632,1176.621774,593.256452,-37.327831,-46.664534,3.464448,15.798653,-52.370108,3.386768
1467799890.539417,1176.842643,595.420149,-37.313261,-46.655486,3.466185,15.800102,-52.374801,3.395220
1467799890.555927,1177.734479,594.400605,-37.281756,-46.631401,3.465810,15.796274,-52.324602,3.389032
1467799890.572709,1174.319401,593.870107,-37.233871,-46.600238,3.462393,15.799583,-52.299534,3.392747
1467799890.589350,1174.405040,591.413133,-37.199215,-46.596939,3.451297,15.809450,-52.308977,3.393493
1467799890.606002,1172.887079,591.244592,-37.186394,-46.589101,3.448722,15.825308,-52.316611,3.377962
1467799890.622631,1175.435122,594.998987,-37.181202,-46.552385,3.452374,15.797972,-52.267491,3.385635
1467799890.639412,1173.228773,595.966173,-37.167458,-46.473028,3.443635,15.780054,-52.213527,3.391076
1467799890.655928,1172.927675,598.088293,-37.182151,-46.447682,3.436607,15.756327,-52.180877,3.388162
1467799890.672612,1173.803913,596.473335,-37.226779,-46.471074,3.433197,15.748547,-52.171812,3.373159
1467799890.689252,1079.781495,600.416756,-37.486781,-46.424642,3.443437,15.480100,-52.090800,3.376697
1467799890.705895,1014.627554,605.381748,-37.697585,-46.327721,3.438878,15.269506,-52.016463,3.377011
1467799890.722535,1021.154416,598.359697,-37.685410,-46.338347,3.430677,15.276818,-51.982836,3.374652
1467799890.739258,1026.309764,601.949183,-37.683945,-46.358642,3.430945,15.262630,-51.974738,3.359976
1467799890.755942,1023.396370,607.258908,-37.704349,-46.342668,3.430839,15.226506,-51.943859,3.360289
1467799890.772676,1023.658097,605.943280,-37.729253,-46.334972,3.418903,15.189824,-51.922384,3.362632
1467799890.789268,1022.416364,612.115020,-37.747645,-46.332127,3.408279,15.130287,-51.893214,3.370707
1467799890.806108,1022.275662,606.983927,-37.822996,-46.363058,3.401824,15.084723,-51.866647,3.369677
1467799890.822674,1019.297658,608.699869,-37.858526,-46.351883,3.402858,15.052796,-51.847248,3.375123
1467799890.839243,1021.415177,608.589549,-37.859232,-46.348593,3.404373,15.045056,-51.825266,3.372278
1467799890.855943,1019.720443,611.311456,-37.845001,-46.366351,3.406760,15.056092,-51.836958,3.367659
1467799890.872653,1019.427972,614.815179,-37.851885,-46.438836,3.414728,15.065600,-51.854414,3.369462
1467799890.889400,1020.341250,615.371163,-37.867116,-46.496018,3.422019,15.072036,-51.871955,3.368802
1467799890.906027,1019.741377,615.883237,-37.910247,-46.549634,3.417702,15.056775,-51.852419,3.362860
1467799890.922668,1017.131070,617.003340,-37.932856,-46.559371,3.427322,15.037746,-51.828511,3.355221
1467799890.939298,1018.113042,617.988431,-37.952456,-46.568415,3.426795,15.038384,-51.801240,3.361150
1467799890.955904,1018.647909,619.980163,-37.940354,-46.569254,3.430264,15.045790,-51.780880,3.356171
1467799890.972545,1048.620636,618.400713,-37.737605,-46.553392,3.445032,15.226214,-51.749559,3.360147
1467799890.989403,1110.233181,620.847290,-37.543654,-46.575088,3.444604,15.410393,-51.769539,3.355306
1467799891.005901,1111.177854,622.243226,-37.485312,-46.558803,3.439337,15.454166,-51.806294,3.352180
1467799891.022440,1116.644497,622.878265,-37.416976,-46.567107,3.429520,15.504100,-51.881384,3.352865
1467799891.039040,1120.094435,622.469924,-37.397089,-46.658023,3.405677,15.543292,-51.998512,3.352263
1467799891.055775,1119.109200,622.515085,-37.386573,-46.739863,3.407164,15.564615,-52.071802,3.345354
1467799891.072339,1121.883823,622.532005,-37.339502,-46.722802,3.416477,15.617571,-52.168569,3.349567
1467799891.089083,1118.461502,621.318294,-37.305304,-46.712394,3.413392,15.650535,-52.190041,3.345008
1467799891.105586,1124.300669,620.342498,-37.240071,-46.656162,3.409567,15.698395,-52.186582,3.342013
1467799891.122298,1125.056769,618.774500,-37.168272,-46.610478,3.410803,15.767346,-52.175365,3.334520
1467799891.138865,1122.226044,619.944810,-37.107268,-46.618388,3.408261,15.834937,-52.214035,3.341665
1467799891.155509,1126.566754,616.899091,-37.048336,-46.574948,3.392819,15.904531,-52.218807,3.331767
1467799891.172182,1123.381304,766.360124,-37.022090,-46.482247,3.388648,0.000000,0.000000,0.000000
1467799891.272150,1126.423983,613.530957,-36.981500,-46.637007,3.383024,16.118573,-52.375857,3.319971
1467799891.288829,1122.940380,590.318098,-36.936335,-46.688895,3.373224,16.150425,-52.476286,3.290413
1467799891.305483,1120.783756,616.459154,-36.898339,-46.748650,3.366671,16.148266,-52.573633,3.277074
1467799891.322216,1128.470302,614.674219,-36.881018,-46.841838,3.357958,16.158588,-52.720196,3.275984
1467799891.338784,1121.921748,613.125395,-36.888317,-46.939472,3.360430,16.148056,-52.836691,3.273028
1467799891.355565,1125.556250,610.983553,-36.892613,-47.023312,3.360822,16.146274,-52.922310,3.275184
1467799891.372118,1119.926826,612.546104,-36.893073,-47.063973,3.363384,16.141029,-52.957106,3.267658
1467799891.388750,1120.311620,609.518382,-36.877327,-47.048516,3.370260,16.142299,-52.952675,3.268238
1467799891.405495,1122.887278,611.296511,-36.851719,-47.013868,3.378164,16.146044,-52.951693,3.280218
1467799891.422146,1119.502630,610.774631,-36.829367,-46.965845,3.369533,16.154583,-52.878792,3.271927
1467799891.438753,1115.750339,613.148389,-36.821356,-46.933280,3.367144,16.155048,-52.825190,3.277084
1467799891.455439,1115.091249,612.618573,-36.825216,-46.915939,3.364864,16.142155,-52.797429,3.288028
1467799891.472120,1117.496832,613.621412,-36.843426,-46.930933,3.362197,16.112857,-52.793593,3.286180
1467799891.488778,1115.997145,617.880142,-36.874710,-46.975466,3.362821,16.068798,-52.778546,3.287937
1467799891.505398,1117.919361,616.371650,-36.896498,-47.033441,3.373529,16.057458,-52.818988,3.294689
1467799891.522116,1116.223551,616.825901,-36.927548,-47.072466,3.367311,16.037032,-52.786550,3.289603
1467799891.538753,1114.049578,616.256746,-36.926245,-47.058150,3.384792,16.035480,-52.709058,3.285380
1467799891.555489,1117.071196,614.938850,-36.939314,-47.002684,3.379747,16.045917,-52.634050,3.268846
