# timestamp,gaze_x,gaze_y,left_position_x,left_position_y,left_pupil,right_position_x,right_position_y,right_pupil
1467788037.885200,838.846816,708.178186,-35.596641,17.953100,3.184627,20.729892,17.147174,3.227252
1467788037.901903,841.468133,698.380043,-35.687373,17.861688,3.191579,20.630737,17.078461,3.235837
1467788037.918630,838.906011,710.368829,-35.781079,17.729506,3.186806,20.535021,16.953282,3.244456
1467788037.935294,838.026744,701.760255,-35.867416,17.601487,3.190674,20.440845,16.866154,3.224003
1467788037.951972,840.507198,698.996448,-35.980795,17.529474,3.187058,20.343279,16.827449,3.214111
1467788037.968633,835.669093,693.913923,-36.087142,17.514276,3.178763,20.216111,16.826576,3.206073
1467788037.985405,839.628043,701.707092,-36.196167,17.491110,3.178907,20.124114,16.829334,3.203164
1467788038.002017,837.002994,697.366667,-36.273055,17.420361,3.182856,20.022828,16.751142,3.206384
1467788038.018550,838.475708,699.419762,-36.304605,17.345176,3.187532,19.983755,16.680833,3.212735
1467788038.035264,837.456880,697.177582,-36.295199,17.283818,3.169527,19.987631,16.606424,3.200449
1467788038.052027,837.981489,697.599922,-36.243101,17.183385,3.157602,20.018146,16.497495,3.204337
1467788038.068675,837.182513,691.534109,-36.195244,17.070874,3.156709,20.075929,16.377023,3.194194
1467788038.085254,835.789961,692.369004,-36.174342,17.031723,3.163352,20.111174,16.329812,3.180401
1467788038.101780,852.199497,503.661918,-35.958011,17.433041,3.163448,20.161512,16.749692,3.163434
1467788038.118612,957.975894,414.404656,-35.686211,17.968435,3.174037,20.274851,17.195360,3.156077
1467788038.135284,972.509489,326.660885,-35.773986,18.276467,3.174683,20.419206,17.464549,3.175936
1467788038.151932,969.474867,311.150015,-35.963257,18.315078,3.169120,20.505694,17.488385,3.169744
1467788038.168641,977.494508,311.090744,-36.073868,18.364957,3.177137,20.538340,17.556603,3.175628
1467788038.185130,970.820840,312.273265,-36.185810,18.432132,3.182317,20.544865,17.614403,3.182032
1467788038.201867,975.890011,300.746320,-36.251242,18.529487,3.188588,20.599985,17.761906,3.188529
1467788038.218609,996.597671,169.016785,-36.255837,18.864810,3.193034,20.614594,18.017147,3.186521
1467788038.235109,1011.376849,165.747717,-36.185267,18.854379,3.198116,20.729392,17.996250,3.187894
1467788038.251938,1006.704057,154.153041,-36.176692,18.838892,3.202780,20.862508,17.993159,3.176573
1467788038.268584,1003.251823,140.684241,-36.231864,18.861764,3.195076,20.949980,17.935464,3.185690
1467788038.285267,1009.313328,135.233540,-36.220961,18.794127,3.201369,21.051394,17.858297,3.184990
1467788038.302003,1011.793742,140.077841,-36.227847,18.738848,3.201503,21.123465,17.807783,3.180657
1467788038.318495,1016.131337,139.811315,-36.247496,18.782740,3.210758,21.175843,17.796188,3.186416
1467788038.335102,1010.968148,134.647121,-36.243991,18.843547,3.213682,21.194612,17.860315,3.184394
1467788038.351719,1022.214929,144.517336,-36.206051,18.907566,3.205381,21.249697,17.973733,3.189481
1467788038.368351,1020.073234,143.970993,-36.192574,19.043662,3.221127,21.291514,18.094925,3.191336
