# timestamp,gaze_x,gaze_y,duration
1467795414.580290,1331.330953,456.162085,0.366563
1467795414.913509,1103.206225,668.686481,0.283253
1467795415.180163,1038.941748,632.454465,0.583049
1467795415.729859,1144.067681,635.158653,0.766699
1467795416.463257,1028.665248,657.791622,1.015997
1467795417.462584,690.268057,941.255971,0.983237
1467795418.412391,732.307995,762.463157,0.366607
1467795418.745752,676.748672,1022.769026,0.483075
1467795419.212066,1083.452932,685.066071,1.016132
1467795420.194861,1065.821215,691.873018,0.566612
1467795420.728102,1144.816502,688.491807,0.783225
1467795421.478083,1209.478366,692.102633,0.549392
1467795421.994178,1080.703579,659.032210,0.483162
1467795422.443964,1060.650272,579.447130,0.866567
1467795423.343942,732.534081,852.596641,0.266544
1467795423.577077,760.478100,730.886017,0.233360
1467795423.777255,1043.430869,613.548860,1.165830
1467795424.909698,1041.295591,518.985806,0.966329
1467795425.842822,741.734703,761.188048,0.349919
1467795426.175983,696.175651,846.057327,0.316483
1467795426.475805,684.628248,436.277355,0.283196
1467795426.725682,359.925384,306.862764,0.266623
1467795426.958984,324.942896,213.561352,0.449816
1467795427.375437,718.129838,301.992511,0.450069
1467795427.792260,821.760663,484.852233,0.333173
1467795428.092159,707.862820,548.636425,0.499536
1467795428.591695,686.199485,949.048032,0.766333
1467795429.341361,255.860636,997.868743,0.483304
1467795429.791275,527.193803,1070.842275,0.433460
1467795430.191292,1096.550076,679.839909,0.549737
1467795430.741029,1346.611229,443.876998,0.283088
1467795430.990780,1125.366696,116.257780,0.266523
1467795431.223972,1036.996257,87.308630,1.033072
1467795432.240537,686.179652,406.537618,0.283175
1467795432.490212,692.681826,308.404246,0.266793
1467795432.723453,1047.886790,116.952934,0.399804
1467795433.106663,1020.421503,502.579078,0.566431
1467795433.656451,690.520052,411.567340,0.249836
1467795433.873106,689.823207,304.817569,0.316461
1467795434.189567,355.852695,173.770480,0.233408
1467795434.422975,601.734214,846.707627,0.216599
1467795434.606353,689.845167,812.500943,0.516407
1467795435.089474,715.390750,939.528194,0.666171
1467795435.722338,776.118952,826.251427,0.399866
1467795436.088838,718.942270,827.211693,0.149903
1467795436.205449,1053.828391,608.772000,0.583398
1467795436.755380,1037.735834,651.046803,1.949080
1467795438.671141,1129.850621,619.485713,0.516690
1467795439.154591,1136.433232,535.940939,0.749818
1467795439.871016,1053.841763,559.994370,1.649179
1467795441.486773,1121.346875,531.039587,0.383566
1467795441.837047,1057.155121,564.660725,0.483057
1467795442.286827,1058.770912,674.783624,0.666160
1467795442.919553,1167.005606,664.005612,0.533112
1467795443.419348,1068.885365,571.158598,0.883030
1467795444.269060,1168.142056,645.952577,1.599354
1467795445.835211,1065.118950,659.640435,2.282337
1467795448.084214,1163.945575,658.144764,0.716674
1467795448.884300,1036.245690,656.655792,0.965967
1467795449.816917,1114.688163,687.775156,0.483129
1467795450.266739,1307.817835,708.704439,1.716046
