# timestamp,gaze_x,gaze_y,duration
1467884191.809848,1052.252977,585.865448,0.500042
1467884192.309890,872.963152,613.226793,0.199832
1467884192.476469,1036.265432,599.319965,0.649645
1467884193.092739,1116.518868,612.241868,0.483162
1467884193.542574,1023.369086,606.093095,0.550003
1467884194.059180,1013.645406,437.972324,0.433176
1467884194.558995,749.821387,668.684037,0.199836
1467884194.725569,698.442078,756.182468,0.366520
1467884195.058909,1012.008064,607.762036,0.616219
1467884195.691782,1116.415256,595.659085,0.949860
1467884196.608250,1034.254226,592.047557,0.299852
1467884196.891456,744.291979,476.855578,0.300061
1467884197.158027,1017.151469,590.717871,0.333077
1467884197.457717,1098.792961,608.845172,0.233332
1467884197.657637,1003.937983,624.035419,0.666469
1467884198.290800,784.008868,472.864416,0.650039
1467884198.907517,787.137295,416.913531,0.516432
1467884199.407409,845.868455,459.417234,0.899238
1467884200.273372,911.682231,509.261104,0.299886
1467884200.539937,1023.635354,588.058982,0.399869
1467884200.906475,1129.430254,619.871599,0.583350
1467884201.456668,1038.966843,632.427352,0.499620
1467884201.923147,1104.323597,639.594384,4.064740
1467884205.954516,1071.466003,681.459076,2.332462
