# timestamp,gaze_x,gaze_y,duration
1467786465.926597,1272.712268,565.897686,0.200100
1467786466.093280,1144.433990,536.800614,0.216648
1467786466.276601,1044.383831,603.380251,0.599519
1467786466.842900,1115.849898,601.238184,0.399830
1467786467.209362,1408.677941,576.548112,0.316539
1467786467.492594,1473.780492,564.721769,0.516551
1467786467.975837,1386.487771,562.540926,0.633115
1467786468.575777,1155.966599,522.513565,0.899440
1467786469.458696,1414.497339,562.433056,1.099465
1467786470.524888,1461.109016,564.175502,0.499686
1467786470.991441,1409.306510,562.795375,0.982780
1467786471.940939,1428.072083,562.200270,0.733085
1467786472.640738,1378.297235,558.181958,1.549369
1467786474.156704,1312.067327,554.178439,0.216574
1467786474.389930,1040.076832,583.777604,0.699896
1467786475.056424,1113.917707,595.563406,0.866340
1467786475.889495,1053.586924,596.353023,1.232802
1467786477.088992,1131.041220,583.207439,1.249547
1467786478.305158,1061.294791,603.108954,0.583105
1467786478.854967,1155.322113,628.247283,0.916551
1467786479.804612,1160.316817,610.324145,2.299269
1467786482.070581,1145.257228,535.161217,1.282628
1467786483.319898,1164.750702,603.233861,0.816397
1467786484.136295,1086.243165,568.732913,0.333433
1467786484.436269,1033.042982,617.471713,0.483213
1467786484.886115,1136.263327,622.081795,0.849598
1467786485.702368,1173.189037,617.586510,0.766445
1467786486.435383,1377.243747,655.061632,1.116264
1467786487.518349,1148.663143,617.747025,0.349806
1467786487.834930,1041.132139,619.403343,0.199904
