# timestamp,gaze_x,gaze_y,duration
1467798221.152568,1271.263820,329.207811,0.283210
1467798221.402510,1036.279203,369.473037,0.816648
1467798222.185726,1077.328311,357.985019,1.049306
1467798223.201738,1065.850348,352.945180,0.566498
1467798223.784860,1317.026158,343.135240,0.449791
1467798224.201387,1402.727467,341.481818,0.483538
1467798224.668237,1021.282711,368.194377,0.699702
1467798225.334551,1089.252996,362.373687,0.999351
1467798226.300692,993.149119,355.994392,0.433152
1467798226.717075,703.117346,901.601248,0.566710
1467798227.300564,741.632467,953.447832,0.316574
1467798227.583770,826.587024,940.517149,0.432811
1467798227.983238,890.709123,930.646222,0.716456
1467798228.666307,719.131794,945.732753,0.600081
1467798229.233158,829.349364,968.243056,1.049201
1467798230.249179,913.463817,966.117587,0.649730
1467798230.865473,700.553708,985.037893,1.066304
1467798231.898642,832.531748,989.441086,1.066051
1467798232.931431,942.941787,995.834847,0.349849
1467798233.247896,727.628991,1026.678230,0.766625
1467798233.981130,831.204709,1027.740279,0.500022
1467798234.531050,918.531069,1016.548314,0.349586
1467798234.847424,687.590454,1049.308165,0.399775
1467798235.213851,748.073767,1062.476330,0.449799
1467798235.630459,819.943511,1057.698326,0.449953
1467798236.046953,898.766800,1043.045050,0.733429
1467798236.746989,693.989614,1069.647672,0.416114
1467798237.129785,773.907391,1084.941173,0.799741
1467798237.896166,870.402462,1063.562759,0.466614
1467798238.329407,945.334809,1067.169704,0.450051
1467798238.746168,698.971029,1084.762106,0.466539
1467798239.179330,873.561555,1075.955953,0.682787
1467798239.828774,927.973039,1069.701373,0.149983
1467798240.045320,1106.575504,395.051928,1.249972
1467798241.261800,1036.830725,398.510113,2.549036
1467798243.777299,1119.419061,412.388742,1.216142
1467798245.010181,755.291913,986.683622,0.599965
1467798245.643345,742.468822,959.062659,0.366855
1467798245.976804,858.088847,959.421103,0.915975
1467798246.859397,908.742755,928.766421,0.433214
1467798247.259402,709.083272,964.695886,0.749801
1467798248.009203,824.129025,990.223716,1.066000
1467798249.025246,903.230534,990.170677,0.766438
1467798249.741725,696.217755,1003.843318,0.799929
1467798250.508329,783.907805,1006.610627,0.466440
1467798250.941442,865.040320,1008.803110,0.382968
1467798251.307723,939.633757,1005.081951,0.216630
1467798251.491021,736.409214,1030.122408,0.866431
1467798252.324204,850.904583,1038.751180,0.716458
1467798253.007477,912.546666,1019.872553,0.166751
1467798253.140665,818.493652,1047.193681,0.216263
1467798253.356928,743.834351,504.678962,0.449880
1467798253.773428,820.910862,489.935485,0.283238
1467798254.023468,732.866364,600.230395,0.366409
1467798254.423181,692.618786,441.625236,0.166809
1467798254.556775,710.266298,306.585092,0.833092
1467798255.356554,787.161512,308.011655,0.233206
1467798255.556355,855.428872,319.353241,1.032676
1467798256.555775,749.687345,447.915636,0.716671
1467798257.239344,802.986193,431.075193,0.366351
1467798257.572275,842.227595,556.769644,1.499147
1467798259.038141,768.593954,582.823186,0.783226
1467798259.788081,784.428958,592.638584,1.165956
1467798260.920904,749.583259,1027.408691,0.316391
1467798261.203916,719.834614,957.128364,0.916614
1467798262.087086,823.982389,925.227255,0.566365
1467798262.620123,879.669747,930.344965,0.249906
1467798262.870029,745.549762,962.011612,0.433170
1467798263.269891,926.735179,918.090940,0.383160
