# timestamp,gaze_x,gaze_y,duration
1467879622.111119,1164.592430,280.010925,0.366563
1467879622.444442,1039.962630,285.141968,0.566322
1467879622.977437,1119.507789,273.738018,0.316811
1467879623.260739,1046.967190,281.385385,0.399792
1467879623.627160,1147.620506,259.713330,0.383315
1467879623.977222,1019.888406,274.714370,1.132764
1467879625.076686,1126.425177,259.002482,1.932927
1467879627.026330,826.588688,807.598670,0.249480
1467879627.242496,739.481939,826.899477,0.233313
1467879627.442487,777.550708,688.614924,0.949689
1467879628.442139,897.173861,695.562588,0.566507
1467879628.975177,792.460118,513.771153,0.316838
1467879629.258906,766.662471,616.533322,0.499351
1467879629.724922,748.387810,867.292738,0.499761
1467879630.674536,753.657927,796.225068,0.583673
1467879631.224644,905.244884,815.775239,0.383149
1467879631.574564,740.960234,857.110667,0.266181
1467879631.807500,779.002281,1083.308254,0.249830
1467879632.024108,831.360051,1089.096767,0.233134
1467879632.240625,833.459592,723.223613,0.383239
1467879632.590575,800.276201,723.920478,0.349733
1467879632.907037,920.957863,714.722042,0.249998
1467879633.173666,1057.026814,244.445621,0.666739
1467879633.856919,1054.199325,318.715953,0.299629
1467879634.123234,1142.307068,310.935025,0.883033
1467879634.972870,1127.024299,355.678345,0.583513
1467879635.522993,1041.078887,326.302510,1.115941
1467879636.605633,1071.125301,263.375770,0.649748
1467879637.222133,1021.271570,261.476287,0.466516
1467879637.655357,1017.195398,272.758878,0.383243
1467879638.005374,1032.520187,209.003433,0.699409
1467879638.671685,1057.312172,246.097365,0.532905
1467879639.204590,1031.733046,249.643220,0.183389
1467879639.354589,1175.234118,260.834717,0.383149
1467879639.704389,1172.453600,328.434032,0.249913
1467879639.920974,1223.464934,313.820847,0.299976
1467879640.187684,1338.972677,287.964047,0.599754
1467879640.754087,1189.097335,374.340944,1.116196
1467879641.837024,1197.199608,390.189594,0.532999
