# timestamp,gaze_x,gaze_y,duration
1467871657.700779,1055.090709,405.880418,2.282209
1467871659.982988,1062.237347,44.591638,0.782944
1467871660.715920,1050.939148,126.824723,0.799809
1467871661.515729,1014.048640,88.312947,1.415996
1467871662.898433,969.387191,93.868593,0.316510
1467871663.531630,929.339453,98.214758,0.483187
1467871664.747852,936.407075,63.464944,0.599627
1467871665.713993,1066.942104,49.750625,0.549948
1467871666.413740,789.813360,104.445441,0.399945
1467871666.797013,762.542837,199.879370,0.299755
1467871667.063419,745.483931,121.323376,0.599788
1467871667.746519,932.612830,59.400005,1.782755
1467871669.495995,1095.352914,81.278593,0.283084
1467871669.779079,1147.062967,120.513927,0.483206
1467871670.495512,826.621989,383.927752,0.233302
1467871670.695446,732.812517,273.871226,0.450026
1467871671.112131,719.922407,218.787707,0.383248
1467871671.778384,765.039412,672.229898,0.366457
1467871672.111628,737.000317,823.294727,0.633075
1467871672.728047,824.766486,809.359902,0.233174
1467871672.927882,770.782290,816.634580,0.899969
1467871673.794537,872.936504,812.699854,0.982657
1467871674.743869,940.324698,819.742738,0.516479
1467871675.227025,728.177211,846.654842,1.049727
1467871676.243459,921.243692,817.626972,0.316434
1467871676.859721,786.376356,218.648449,0.616476
1467871677.692910,884.637848,807.949913,0.250151
1467871677.909837,904.907804,880.503038,0.183204
1467871678.059465,918.995840,814.670593,0.150191
1467871678.176234,735.293952,838.346545,0.482841
1467871678.625845,889.495577,105.986912,1.082831
1467871679.675387,781.916650,839.249035,0.266652
1467871679.908888,868.793597,830.296819,0.200066
1467871680.075502,754.684387,840.066566,0.599737
1467871680.641953,853.491912,841.836485,0.449510
1467871681.058145,927.071345,819.192862,0.483137
1467871681.524671,720.762946,852.090624,1.033037
1467871682.524416,885.535037,826.233440,0.516449
1467871683.007691,852.311181,286.763994,0.549545
1467871683.590517,807.724552,223.647179,0.416522
1467871683.973738,833.238496,269.639977,0.183216
1467871685.956282,637.631647,369.612449,0.233302
1467871686.372840,848.371211,123.887239,4.565008
1467871690.921068,737.422812,251.958567,0.433143
1467871691.354211,744.317295,254.226615,0.699967
1467871692.021049,753.261795,742.963255,1.432440
1467871693.420094,773.031900,750.542223,0.799944
1467871694.186778,834.966292,727.243685,0.633187
1467871694.786538,737.531887,687.672969,1.999211
1467871696.752484,721.625867,596.497272,0.233354
1467871696.952396,745.392973,719.340317,0.616148
1467871697.735106,844.485663,738.390795,0.149944
1467871697.851764,709.647815,722.128446,0.783415
1467871698.601661,763.612199,605.412629,0.649841
1467871699.218219,783.241845,364.821000,0.299575
1467871699.484651,726.005028,232.875538,0.866174
1467871700.317487,732.899745,208.237660,0.166578
1467871700.484065,281.887563,656.852677,0.349961
1467871700.800752,264.239345,455.123041,0.300048
1467871701.067569,263.341615,245.974792,0.316476
1467871701.350659,419.587993,284.076337,0.233318
1467871701.583977,307.022962,1014.366141,0.199830
1467871701.750582,239.864099,924.948584,0.282901
1467871702.000257,290.944109,1052.248669,0.516398
1467871702.550008,396.814682,1050.768229,0.649767
1467871703.166528,501.374990,1071.161392,0.366448
1467871703.499688,320.585357,1055.880131,0.366689
1467871703.832978,317.271676,978.750153,0.449705
1467871704.249354,261.595144,1062.774541,1.582895
1467871705.799082,371.456918,1058.747459,1.099252
1467871706.865026,435.533062,1063.731922,0.166571
1467871706.998338,281.282001,987.678342,0.749700
1467871707.714721,366.346220,952.097264,0.300051
1467871707.981497,345.608740,1054.596022,0.266644
1467871708.214769,242.670560,1035.769848,0.816093
1467871708.997470,250.608240,1089.434887,0.433197
1467871709.430667,1188.163292,262.505787,0.199923
1467871709.597266,1093.938576,99.274039,0.366642
1467871709.897170,1149.302706,62.860488,0.466798
1467871710.363968,1051.420617,52.200711,0.932692
1467871712.279635,1066.539293,54.946471,1.965924
1467871714.212201,1165.081914,101.107742,1.599385
1467871715.728310,1117.850597,59.834836,0.949608
1467871716.711296,929.182402,114.105657,0.199869
1467871717.527810,1024.346618,74.816293,0.483224
1467871718.027497,1143.074288,176.966101,0.433104
1467871718.427414,1219.982069,148.195075,0.566333
1467871718.960399,1158.456725,216.898459,0.250089
1467871720.776372,1502.264659,99.491707,0.616452
1467871721.409536,1511.134900,121.378188,1.582655
1467871723.158834,1118.508707,47.768599,0.166572
1467871723.558647,1058.897481,181.534380,0.199916
1467871723.941935,1527.809206,170.553516,1.965793
