#timestamp,left_gaze_x,left_gaze_y,left_position_x,left_position_y,left_position_z,left_pupil,right_gaze_x,right_gaze_y,right_position_x,right_position_y,right_position_z,right_pupil,click_count
1467879380.569823,397.225645,324.791531,-57.814663,-39.384598,508.286501,2.774186,370.500499,348.478488,-1.518160,-40.731232,518.814998,3.081300,0
1467879380.586538,384.181118,320.582603,-57.341145,-39.183577,504.666436,2.769848,368.472851,345.629070,-1.513107,-40.780131,519.183614,3.073339,0
1467879380.603184,394.581209,325.232054,-57.682233,-39.338561,507.736655,2.778932,367.111294,348.380997,-1.433776,-40.697176,517.842060,3.071915,0
1467879380.619768,385.341484,315.196563,-57.385794,-39.226713,505.684683,2.777450,363.757205,341.483026,-1.416087,-40.821582,519.461734,3.079395,0
1467879380.636458,388.429240,314.518168,-57.335489,-39.186989,505.459389,2.774678,364.390132,342.059601,-1.402945,-40.799278,519.295225,3.074907,0
1467879380.653166,388.694001,313.033820,-57.267066,-39.140321,504.911785,2.776078,363.348891,342.969277,-1.405327,-40.779759,519.334037,3.063122,0
1467879380.669808,390.224016,311.507620,-57.216591,-39.110205,504.369369,2.771240,363.754243,337.916546,-1.460712,-40.874584,519.979675,3.059482,0
1467879380.686476,387.627467,314.349013,-57.223018,-39.114322,504.134085,2.774928,361.859164,340.424848,-1.478990,-40.839473,519.429160,3.062252,0
1467879380.703105,384.691711,311.637761,-57.175004,-39.057228,503.362091,2.776753,361.776741,335.859926,-1.496682,-40.897433,520.064783,3.059863,0
1467879380.719794,399.764283,317.821134,-57.485058,-39.192856,505.681170,2.780910,359.788225,326.380005,-1.562505,-41.158202,523.173268,3.049959,0
1467879380.736321,392.368624,320.334118,-58.239134,-39.682178,512.010881,2.785738,358.377537,328.934368,-1.561301,-41.109245,521.812706,3.051608,0
1467879380.753068,369.906090,334.212119,-57.616998,-39.313289,506.076235,2.774414,357.054697,320.702006,-1.719097,-41.354016,523.728962,3.071273,0
1467879380.769608,180.488504,395.717021,-57.732216,-39.196081,503.715510,2.767647,150.849325,316.744334,-2.187649,-41.302458,521.714222,3.061222,0
1467879380.786240,155.458503,394.783231,-58.383603,-39.444486,506.711044,2.761681,146.712560,436.899045,-1.972523,-37.524869,471.690309,3.000257,0
1467879380.802934,140.000614,419.720901,-58.138468,-39.309445,504.747977,2.774712,78.810418,315.567419,-2.458747,-41.486745,522.568986,2.996687,0
1467879380.819598,145.208904,406.506749,-58.206419,-39.338518,504.944373,2.776556,90.942880,312.409148,-2.488233,-41.623011,524.274485,3.007288,0
1467879380.836216,150.972053,413.121164,-58.451806,-39.503888,506.756132,2.769130,86.430803,308.327089,-2.481090,-41.610418,524.043204,3.036131,0
1467879380.852990,142.461293,410.102308,-58.068254,-39.305541,503.827737,2.768989,84.176089,306.326907,-2.497056,-41.699587,524.732684,3.035225,0
