participant,answer,confidence,std_temp,slope_temp,std_pupil,slope_pupil
P1,0,60,0.0271106387341,-1.57086520362e-05,0.0811296820025,0.00110387839589
P1,1,80,0.0501324144562,-0.00321961856489,0.157964350812,-0.00251123976077
P1,1,80,0.16448925679,-0.000243114628973,0.179103460223,0.000401006529826
P1,0,40,0.161641413285,-0.00304118889176,0.0624518409864,-0.000994351548334
P1,1,40,0.0183573909272,0.0024425285704,0.0575782764517,0.0010628165522
P1,1,40,0.0619300856628,0.00584020876301,0.0662668380566,-0.00158244508253
P1,0,80,0.0155847169342,0.00161843557467,0.130379809657,-0.00675577228925
P1,0,60,0.0300431330548,-0.00255151928946,0.175067236929,-0.00281977109183
P3,1,40,0.182759389168,-0.0014123011481,0.0944497960417,0.000543128652527
P3,0,0,0.0406577575937,-0.000408554917574,0.104882839714,-0.00131714628363
P3,0,40,0.0189110734287,-0.000550069328728,0.087365220095,-0.00093508988921
P3,1,0,0.0834002439991,-0.00127000742677,0.16084221576,-0.00105048146491
P3,0,40,0.0231093141395,-0.00158987835556,0.0755006370884,0.000909940378833
P3,0,20,0.00760981470066,0.000681792064326,0.152919255954,0.00238735804213
P3,1,60,0.0705411244439,0.00360441916088,0.154225848313,-0.0033480315801
P3,1,40,0.0398789367963,-0.00534818347209,0.102654093653,0.0114413419685
P6,0,60,0.113429237963,-0.00505516309175,0.119417699803,0.00236770474993
P6,0,60,0.0445507219063,0.000877366647693,0.126018511601,0.00142087335177
P6,0,40,0.0744137306267,0.000766136261189,0.1381234615,0.00164931524706
P6,0,40,0.0383156077543,-0.00227679550758,0.0908063977326,-0.00644494317707
P6,0,60,0.0106989224761,0.000398221002774,0.107515306677,-0.00141770297179
P6,0,40,0.0244047358179,0.00130533518292,0.100434173405,0.00589599646922
P6,1,80,0.0134618070791,-0.00109813870602,0.108625906732,0.00234492546052
P6,0,60,nan,nan,0.0799636446581,-0.00523008056005
P7,1,60,0.00261256287284,0.000101219289101,0.26479291588,-0.0558886353545
P7,0,60,0.0976340006614,-0.00490296302747,0.173624479015,0.000141692547869
P7,1,40,0.0862555240671,-0.0068605384735,0.173137473087,-0.00171567269982
P7,0,40,0.0160754019964,-0.00186171189771,0.14268605268,-0.0026942763536
P7,1,60,0.0028948515142,0.000342497184086,0.0879188013185,0.000927482374504
P7,0,60,0.0803033355811,-0.00155010986931,0.16721840904,0.00468366496038
P7,0,80,0.00867532155973,-0.00091037787173,0.196705334425,0.00410855602552
P7,0,100,0.00174888357245,0.000244737064794,0.148364454408,0.00429415653888
P10,0,60,0.53991798483,0.0159402966919,0.127177483632,-0.000818721155702
P10,0,60,0.0688011706314,0.00684141386338,0.129985645706,0.00485473141571
P10,0,40,0.157202284971,0.0102717084748,0.0763436993956,-0.000592936331956
P10,0,0,0.185794775905,0.016011208331,0.0723214868822,-0.00792598085922
P10,0,20,0.130197096552,0.0166274441847,0.0873000048948,0.00134756860426
P10,0,40,0.0997374483018,0.0102412409788,0.10373347969,0.0146280674622
P10,0,60,0.0756143114285,0.00599990124001,0.133378628164,-0.00131326972181
P10,0,40,nan,nan,0.142408895843,-0.00151688655697
P11,0,60,0.189202333053,0.0071988171557,0.116438863206,-0.00103703506456
P11,0,60,0.048780118901,0.00883562112612,0.125258697744,-0.00733035706891
P11,0,60,0.0371314294844,0.00915741076156,0.0728186357749,0.00181716329185
P11,0,60,0.0458948781865,0.00926565234352,0.0787717860818,-0.00248779851696
P11,0,60,0.0141929559994,0.00500195447714,0.0670021924981,-0.0108339141238
P11,0,60,0.0323523332912,0.00734289028741,0.0851873682608,0.0159490945341
P11,0,60,nan,nan,0.103535212482,-0.00247029783231
P11,0,60,nan,nan,0.0653017855554,-0.00432567873735
P12,0,60,0.151749464002,-0.00155884418337,0.188870666583,-0.00460560513976
P12,0,40,0.0246922676392,-0.00165200305491,0.115359053045,0.00183777997623
P12,0,40,0.0568976117676,0.00301925196903,0.145604287717,0.00385402984969
P12,0,60,0.0112950305985,-0.000685190163266,0.507221240494,-0.00690781314998
P12,0,40,0.0256395416237,0.00339132104282,0.0741755164346,0.00452941921214
P12,0,60,0.0139442041151,-0.000917091349834,0.29739632262,0.00282539000349
P12,0,80,0.0254566132831,0.0010022362254,0.216877705199,0.00539507472121
P12,1,40,nan,nan,0.22328404977,0.00454876611431
P2,0,80,0.0186579694024,0.000539703506274,0.109115340377,0.00110769004629
P2,1,40,0.0429445590726,-0.000390142648095,0.116725369507,-0.000136547236194
P2,0,60,0.0154822967341,0.000589663027752,0.115529755427,-0.00113969578618
P2,0,60,0.0458495343527,-0.000429775701281,0.154649146335,0.000449169329801
P2,0,60,0.00541733329231,0.000302381634293,0.091257420669,-0.00712592559375
P2,1,60,0.013325161063,-0.00105457514294,0.0854984003936,-0.00204508484595
P2,0,80,0.00735774421953,-0.000580491346296,0.0898380222114,0.00571571129274
P2,1,100,nan,nan,0.0984892697784,0.000670929968031
P4,0,40,0.111761811855,0.00371552557461,0.109321832277,-0.00395938610822
P4,1,60,0.0908065423029,0.00423582059753,0.100036039559,0.000716958677661
P4,0,20,0.0933477559296,-0.00176481905634,0.122009756656,-0.000298007725384
P4,0,60,0.0346968004069,0.000645902909111,0.133898806036,-0.00273928577152
P4,0,60,0.0141895752843,0.00073712114412,0.092012207654,-0.000267627626826
P4,0,80,0.0651514194444,8.26966635117e-05,0.133917215165,0.000992164497298
P4,0,80,0.0188577550888,-0.000757528124505,0.0928126652599,0.00118183299518
P4,0,60,0.0634113529356,-0.0041068208532,0.106950696549,0.000367402511713
P5,0,40,0.225677638139,0.00306021066819,0.142645556226,-0.000736535773682
P5,1,40,0.0403310487132,0.0026163813261,0.0863845941666,-0.00698573814069
P5,0,40,0.0220023672969,0.00271335151951,0.0727815202421,0.00726228534196
P5,0,40,0.00796053711858,-0.000568351270089,0.0779443247797,-0.00013418032159
P5,0,40,0.0163836848062,-0.00165764343137,0.108598091117,0.000401577489341
P5,0,60,0.0457037983178,-0.00205985722131,0.109382357612,0.00131319274674
P5,0,60,0.00649573774178,0.000527177068405,0.127914056269,0.00183005753746
P5,0,60,nan,nan,0.144293954552,0.00170342512539
P8,0,0,0.143887394914,-0.00723735762548,0.163559467652,-0.00805223428233
P8,0,40,0.0878111623759,-0.00555829931501,0.109668143277,-0.00185718370466
P8,0,0,0.0608286807353,-0.00207443113384,0.110120988323,0.00198656831236
P8,0,60,0.0074850963031,0.00154235172806,0.120696299982,-0.00722225476061
P8,0,60,0.0141810451243,0.00540745592095,0.0757803762885,-0.00420875812968
P8,0,80,0.0533629783445,-0.00167556490681,0.193602808379,-0.00190593159227
P8,0,60,0.030634034694,-0.00203703445322,0.128187595642,0.000802089292101
P8,0,80,nan,nan,0.211229567582,0.0174136200261
P9,0,60,0.0662934440046,-0.00316061355603,0.12806922835,-0.00526832617157
P9,0,40,0.0237750701591,0.00194480531722,0.160314107895,0.00100255737685
P9,0,40,0.0563588360419,0.00363295935796,0.0924741726712,0.000304299834918
P9,0,60,0.0093381000947,0.000826952210376,0.106359105372,-0.00344848260085
P9,0,60,0.00153846153846,-0.000449050600894,0.0372020475138,-0.00507614283428
P9,1,80,0.00262127712194,-0.00063314978805,0.10343532487,0.000257755278715
P9,0,60,0.00994323962644,-0.000762300489349,0.112684064347,-0.00625195774815
P9,0,60,nan,nan,0.116085454672,0.0118834214476
P13,0,60,0.171853487895,-0.00563115834294,0.105044732431,-0.00196095167728
P13,0,60,0.0912128596021,0.0021621250265,0.150901764266,-0.00203292785746
P13,0,80,0.18746122689,0.00601997552858,0.100676536493,-0.000301226422562
P13,0,80,0.0457872126522,-0.000374381885936,0.100275703056,-0.000993113469275
P13,0,80,0.00857663067585,-0.00163863488997,0.0888133877184,0.00701542079521
P13,0,80,0.020074621308,0.000799503124046,0.116256909394,-0.00333560698383
P13,1,80,0.0338320178544,-0.00164504927632,0.101205875921,0.00508008532837
P13,0,60,nan,nan,0.147572861804,0.0083061966457
P14,0,40,0.0377137620288,0.0021035146149,0.121146367759,-0.013278907484
P14,0,40,0.022345624249,0.00258687649478,0.0807159201232,-0.00391278191672
P14,0,20,0.0759354528972,0.0021264735628,0.139243151468,0.00131108128736
P14,0,20,0.0375523845893,0.00104905746671,0.123985734069,0.00416658207231
P14,0,20,0.0136431083216,0.000647914314479,0.113974117436,0.00129981978113
P14,0,40,0.0290600570127,0.00143169499343,0.141538709727,-0.00127318900378
P14,1,40,nan,nan,0.0983154215492,-0.00428343820923
P14,0,60,nan,nan,0.0804997612075,0.0160874630581
