participant,answer,confidence,std_temp,slope_temp,std_pupil,slope_pupil,mean_fixation_duration,std_fixation_duration,mean_saccade_length,std_saccade_length
P1,0,60,0.0271106387341,-7.85432601816e-06,0.0811296820025,0.00110387839589,1.62075375641,5.03151910579,200.697976195,216.419588376
P1,1,80,0.0509564296083,-0.00328233840706,0.157964350812,-0.00251123976077,0.728168838235,0.476081643879,166.995454227,182.379230282
P1,1,80,0.164757148793,-0.00023427409701,0.179103460223,0.000401006529826,0.797976394834,0.548808124537,149.799141333,152.448516658
P1,0,40,0.161372763777,-0.00303467670998,0.0624518409864,-0.000994351548334,0.938624744048,1.02661649681,157.759105645,169.887407513
P1,1,40,0.0200855607855,0.00275915264434,0.0575782764517,0.0010628165522,0.763596633333,0.456879475898,109.238151352,77.3577720507
P1,1,40,0.0605290687694,0.00558871651962,0.0662668380566,-0.00158244508253,0.767767145833,0.411292172954,135.751566893,123.579702271
P1,0,80,0.0139459076503,0.00158325219261,0.130379809657,-0.00675577228925,0.765502,0.438314448622,103.478355709,93.4471183753
P1,0,60,0.0310633802692,-0.00261375146725,0.175067236929,-0.00281977109183,0.684254880952,0.389826977547,159.268371705,153.912856207
P3,1,40,0.181993173575,-0.00140523964236,0.0944497960417,0.000543128652527,0.692128437939,0.784422037938,176.013487391,156.020077862
P3,0,0,0.0413518676857,-0.000460710864498,0.104882839714,-0.00131714628363,0.805138795918,0.748399423401,205.325127775,201.061199753
P3,0,40,0.0187574418171,-0.000456837239113,0.087365220095,-0.00093508988921,0.805132536232,0.804150006662,167.584639939,118.487047611
P3,1,0,0.0856665892893,-0.00131361283198,0.16084221576,-0.00105048146491,0.923719409756,1.0770482826,140.953814949,122.338244196
P3,0,40,0.0216707212217,-0.00147210958848,0.0755006370884,0.000909940378833,0.747860507042,0.652428274567,192.215423415,122.047388672
P3,0,20,0.00799613647667,0.000707043622264,0.152919255954,0.00238735804213,0.652530183333,0.643022464817,198.952883949,162.642359364
P3,1,60,0.069024905464,0.0035874970052,0.154225848313,-0.0033480315801,0.711558081395,0.651938199804,132.132197712,89.3554529388
P3,1,40,0.038623184747,-0.00534818347209,0.102654093653,0.0114413419685,0.923221896552,0.664902192766,153.810636571,70.6409751986
