participant,answer,confidence,std_temp,slope_temp,std_pupil,slope_pupil
P1,0,60,0.0271568973442,3.92716300906e-05,0.0811296820025,0.00110387839589
P1,1,80,0.050546734669,-0.00361684423199,0.157964350812,-0.00251123976077
P1,1,80,0.165555112481,-0.000260795692898,0.179103460223,0.000401006529826
P1,0,40,0.160032684097,-0.0029956036193,0.0624518409864,-0.000994351548334
P1,1,40,0.0240849049122,0.0033019367711,0.0575782764517,0.0010628165522
P1,1,40,0.0644935434199,0.00564460368482,0.0662668380566,-0.00158244508253
P1,0,80,0.0104854126076,0.00126660175409,0.130379809657,-0.00675577228925
P1,0,60,0.0323353590091,-0.00286268017842,0.175067236929,-0.00281977109183
P3,1,40,0.180459839218,-0.00136640136079,0.0944497960417,0.000543128652527
P3,0,0,0.0429929062433,-0.000565022758346,0.104882839714,-0.00131714628363
P3,0,40,0.0185517844824,-0.000326312313652,0.087365220095,-0.00093508988921
P3,1,0,0.0904301425786,-0.00136811958849,0.16084221576,-0.00105048146491
P3,0,40,0.0187529304377,-0.00131508456571,0.0755006370884,0.000909940378833
P3,0,20,0.00940945291057,0.0010605654334,0.152919255954,0.00238735804213
P3,1,60,0.0633996736673,0.00309675449034,0.154225848313,-0.0033480315801
P3,1,40,0.0379758760236,-0.00550208803244,0.102654093653,0.0114413419685
P6,0,60,0.112876064844,-0.00499705776886,0.119417699803,0.00236770474993
P6,0,60,0.0448028153254,0.000976070395559,0.126018511601,0.00142087335177
P6,0,40,0.0726114412084,0.000590012982754,0.1381234615,0.00164931524706
P6,0,40,0.0331293170667,-0.00207530917947,0.0908063977326,-0.00644494317707
P6,0,60,0.0121457020593,0.000506826730804,0.107515306677,-0.00141770297179
P6,0,40,0.022623981188,0.00137285251996,0.100434173405,0.00589599646922
P6,1,80,0.0202994673839,-0.00184686964194,0.108625906732,0.00234492546052
P6,0,60,nan,nan,0.0799636446581,-0.00523008056005
P7,1,60,0.00227719027924,0.000202438578203,0.26479291588,-0.0558886353545
P7,0,60,0.0984283019016,-0.00498005364111,0.173624479015,0.000141692547869
P7,1,40,0.0862188349492,-0.00675292218372,0.173137473087,-0.00171567269982
P7,0,40,0.0162775668843,-0.00144799814266,0.14268605268,-0.0026942763536
P7,1,60,0.00290055566064,-0.000513745776128,0.0879188013185,0.000927482374504
P7,0,60,0.0762295240613,-0.00157408064049,0.16721840904,0.00468366496038
