# timestamp,time_from_start,face,face_filtered,nose,nose_filtered,background
1467879402.427,0.000,35.071,nan,29.934,nan,24.309
1467879403.421,0.994,34.951,nan,29.776,nan,24.848
1467879404.464,2.037,34.797,nan,29.363,nan,25.322
1467879405.496,3.069,34.811,nan,29.623,nan,25.544
1467879406.511,4.084,34.644,nan,29.651,nan,25.844
1467879407.527,5.100,34.495,nan,28.763,nan,25.987
1467879408.551,6.124,34.489,nan,28.610,nan,26.206
1467879409.587,7.160,34.478,nan,28.890,nan,26.237
1467879410.609,8.182,34.537,nan,28.973,nan,26.173
1467879411.628,9.201,34.498,nan,29.099,nan,26.169
1467879412.767,10.340,34.406,nan,28.922,nan,26.181
1467879413.798,11.371,34.417,nan,28.971,nan,26.090
1467879414.817,12.390,34.429,nan,28.717,nan,25.935
1467879415.852,13.425,34.482,nan,28.815,nan,25.834
1467879416.883,14.456,34.509,nan,28.933,nan,25.797
1467879417.910,15.483,34.482,nan,28.953,nan,25.686
1467879418.927,16.500,34.624,nan,29.155,nan,25.489
1467879419.959,17.532,34.616,nan,29.212,nan,25.324
1467879420.976,18.549,34.621,nan,29.099,nan,25.218
1467879422.005,19.578,34.697,nan,29.303,nan,25.036
1467879423.031,20.604,34.682,nan,29.336,nan,24.942
1467879424.054,21.627,34.873,nan,29.408,nan,24.577
1467879425.081,22.654,34.801,nan,29.451,nan,24.585
1467879426.102,23.675,34.833,nan,29.258,nan,24.522
1467879427.141,24.714,34.831,nan,29.310,nan,24.479
1467879428.163,25.736,34.855,nan,29.434,nan,24.413
1467879429.177,26.750,34.870,34.842,29.422,29.294,24.275
1467879430.211,27.784,34.866,34.844,29.337,29.288,24.158
1467879431.240,28.813,34.982,34.844,29.476,29.279,24.011
1467879432.265,29.838,34.940,34.847,29.411,29.270,23.963
1467879433.288,30.861,34.935,34.852,29.304,29.271,23.939
1467879434.304,31.877,34.961,34.857,29.585,29.267,23.883
1467879435.343,32.916,34.932,34.867,29.484,29.266,23.846
1467879436.365,33.938,34.924,34.878,29.353,29.280,23.804
1467879437.390,34.963,34.955,34.890,29.355,29.302,23.760
1467879438.407,35.980,35.000,34.903,29.349,29.317,23.617
1467879439.443,37.016,34.968,34.914,29.190,29.329,23.651
1467879440.463,38.036,35.033,34.925,29.435,29.339,23.546
1467879441.495,39.068,34.946,34.937,29.309,29.351,23.594
1467879442.514,40.087,35.031,34.949,29.393,29.362,23.482
1467879443.535,41.108,35.038,34.961,29.275,29.379,23.539
1467879444.569,42.142,35.050,34.973,29.479,29.395,23.563
1467879445.588,43.161,35.057,34.986,29.302,29.411,23.464
1467879446.619,44.192,35.070,34.998,29.414,29.425,23.481
1467879447.651,45.224,35.061,35.006,29.375,29.431,23.457
1467879448.667,46.240,35.064,35.016,29.329,29.438,23.414
1467879449.696,47.269,35.028,35.025,29.305,29.445,23.523
1467879450.714,48.287,35.110,35.032,29.246,29.450,23.376
1467879451.752,49.325,35.099,35.040,29.303,29.456,23.398
1467879452.769,50.342,35.064,35.044,29.279,29.461,23.458
1467879453.793,51.366,35.021,35.050,29.324,29.462,23.553
1467879454.820,52.393,35.025,35.056,29.514,29.466,23.541
1467879455.843,53.416,35.152,35.062,29.341,29.474,23.347
1467879456.877,54.450,35.125,35.067,29.365,29.476,23.348
1467879457.910,55.483,35.163,35.072,29.611,29.479,23.341
1467879458.930,56.503,35.111,35.076,29.437,29.475,23.374
1467879459.955,57.528,35.094,35.079,29.272,29.477,23.396
1467879460.981,58.554,35.084,35.085,29.426,29.482,23.390
1467879461.997,59.570,35.099,35.088,29.437,29.487,23.415
1467879463.036,60.609,35.149,35.091,29.588,29.486,23.364
1467879464.058,61.631,35.119,35.095,29.521,29.490,23.362
1467879465.074,62.647,35.178,35.100,29.800,29.494,23.363
1467879466.106,63.679,35.162,35.103,29.723,29.492,23.352
1467879467.134,64.707,35.125,35.106,29.655,29.495,23.409
1467879468.170,65.743,35.121,35.109,29.629,29.500,23.389
