# timestamp,time_from_start,face,face_filtered,nose,nose_filtered,background
1467797301.756,0.000,35.308,nan,34.992,nan,25.675
1467797302.761,1.005,35.341,nan,34.978,nan,25.657
1467797303.790,2.034,35.317,nan,35.036,nan,25.555
1467797304.807,3.051,35.342,nan,35.074,nan,25.564
1467797305.842,4.086,35.304,nan,35.048,nan,25.541
1467797306.851,5.095,35.247,nan,34.953,nan,25.548
1467797307.883,6.127,35.311,nan,35.079,nan,25.525
1467797308.904,7.148,35.322,nan,35.112,nan,25.496
1467797309.937,8.181,35.359,nan,35.095,nan,25.496
1467797310.966,9.210,35.320,nan,35.060,nan,25.475
1467797311.988,10.232,35.414,nan,35.118,nan,25.349
1467797313.006,11.250,35.353,nan,34.971,nan,25.420
1467797314.049,12.293,35.381,nan,34.736,nan,25.321
1467797315.069,13.313,35.508,nan,35.108,nan,25.282
1467797316.082,14.326,35.462,nan,35.206,nan,25.283
1467797317.114,15.358,35.421,nan,35.090,nan,25.356
1467797318.133,16.377,35.412,nan,35.093,nan,25.404
1467797319.171,17.415,35.429,nan,35.182,nan,25.418
1467797320.191,18.435,35.452,nan,35.198,nan,25.365
1467797321.217,19.461,35.444,nan,35.118,nan,25.395
1467797322.249,20.493,35.440,nan,35.127,nan,25.432
1467797323.262,21.506,35.531,nan,35.161,nan,25.390
1467797324.298,22.542,35.504,nan,35.059,nan,25.423
1467797325.324,23.568,35.512,nan,35.087,nan,25.399
1467797326.349,24.593,35.517,nan,35.130,nan,25.400
1467797327.374,25.618,35.552,nan,35.205,nan,25.367
1467797328.394,26.638,35.500,35.449,35.211,35.063,25.455
1467797329.422,27.666,35.429,35.454,34.928,35.066,25.553
1467797330.450,28.694,35.500,35.459,34.899,35.070,25.508
1467797331.476,29.720,35.503,35.464,34.983,35.075,25.492
1467797332.506,30.750,35.539,35.471,35.128,35.081,25.506
1467797333.525,31.769,35.556,35.476,35.118,35.084,25.488
1467797334.557,32.801,35.542,35.480,35.078,35.087,25.551
1467797335.588,33.832,35.487,35.487,35.057,35.093,25.625
1467797336.609,34.853,35.561,35.492,35.094,35.095,25.550
1467797337.627,35.871,35.488,35.497,35.003,35.095,25.625
1467797338.648,36.892,35.441,35.500,34.949,35.096,25.690
1467797339.681,37.925,35.422,35.505,34.909,35.099,25.712
1467797341.005,39.249,35.429,35.508,34.994,35.101,25.660
1467797341.958,40.202,35.493,35.512,35.128,35.107,25.718
1467797343.097,41.341,35.529,35.515,35.129,35.116,25.690
1467797344.127,42.371,35.464,35.517,34.975,35.118,25.784
1467797345.155,43.399,35.528,35.521,35.056,35.121,25.685
1467797346.176,44.420,35.526,35.523,35.062,35.124,25.691
1467797347.205,45.449,35.511,35.527,35.101,35.126,25.705
1467797348.233,46.477,35.521,35.529,34.967,35.126,25.754
1467797349.263,47.507,35.477,35.531,35.084,35.125,25.802
1467797350.282,48.526,35.470,35.532,34.988,35.126,25.804
1467797351.294,49.538,35.465,35.535,34.994,35.127,25.746
1467797352.329,50.573,35.507,35.536,35.057,35.127,25.698
1467797353.351,51.595,35.514,35.538,35.143,35.133,25.711
1467797354.375,52.619,35.474,35.539,35.157,35.137,25.770
1467797355.411,53.655,35.501,35.540,35.106,35.140,25.779
1467797356.436,54.680,35.537,35.540,35.158,35.141,25.711
1467797357.459,55.703,35.550,35.541,35.154,35.142,25.742
1467797358.482,56.726,35.599,35.543,35.225,35.148,25.694
1467797359.518,57.762,35.613,35.545,35.273,35.155,25.669
1467797360.534,58.778,35.666,35.546,35.338,35.160,25.652
1467797361.556,59.800,35.624,35.545,35.265,35.165,25.699
1467797362.585,60.829,35.534,35.545,35.173,35.170,25.829
1467797363.608,61.852,35.626,35.547,35.279,35.176,25.757
1467797364.639,62.883,35.614,35.548,35.195,35.183,25.768
1467797365.668,63.912,35.570,35.547,35.130,35.187,25.812
1467797366.689,64.933,35.559,35.548,35.137,35.196,25.842
1467797367.722,65.966,35.576,35.552,35.208,35.204,25.806
1467797368.740,66.984,35.578,35.555,35.247,35.215,25.825
1467797369.766,68.010,35.566,35.558,35.286,35.226,25.852
1467797370.789,69.033,35.575,35.560,35.245,35.233,25.802
1467797371.817,70.061,35.616,35.562,35.253,35.239,25.812
1467797372.834,71.078,35.669,35.563,35.370,35.247,25.711
1467797373.868,72.112,35.549,35.566,35.222,35.257,25.864
1467797374.892,73.136,35.582,35.567,35.227,35.267,25.835
1467797375.917,74.161,35.573,35.569,35.183,35.272,25.886
1467797376.945,75.189,35.526,35.573,35.108,35.286,25.911
1467797377.972,76.216,35.529,35.576,35.169,35.294,25.911
1467797379.001,77.245,35.612,35.579,35.177,35.304,25.833
1467797380.031,78.275,35.557,35.582,35.205,35.314,25.859
1467797381.041,79.285,35.623,35.585,35.377,35.323,25.855
1467797382.068,80.312,35.593,35.586,35.306,35.330,25.862
1467797383.098,81.342,35.568,35.588,35.312,35.338,25.887
1467797384.118,82.362,35.561,35.589,35.250,35.346,25.848
1467797385.145,83.389,35.557,35.590,35.262,35.352,25.899
1467797386.176,84.420,35.528,35.590,35.248,35.358,25.905
1467797387.200,85.444,35.583,35.590,35.276,35.365,25.827
1467797388.233,86.477,35.564,35.591,35.278,35.369,25.916
1467797389.252,87.496,35.519,35.590,35.374,35.373,25.963
1467797390.283,88.527,35.547,35.591,35.419,35.380,25.951
1467797391.306,89.550,35.613,35.593,35.421,35.387,25.967
1467797392.323,90.567,35.544,35.593,35.418,35.392,25.988
1467797393.350,91.594,35.514,35.593,35.332,35.399,25.961
1467797394.377,92.621,35.581,35.594,35.463,35.407,25.895
1467797395.400,93.644,35.608,35.596,35.417,35.417,25.870
1467797396.430,94.674,35.628,35.595,35.522,35.423,25.924
1467797397.461,95.705,35.587,35.594,35.576,35.430,25.998
1467797398.486,96.730,35.570,35.595,35.505,35.437,26.099
1467797399.510,97.754,35.654,35.594,35.485,35.443,26.038
1467797400.538,98.782,35.536,35.594,35.403,35.451,26.108
1467797401.558,99.802,35.660,35.593,35.613,35.456,26.001
1467797402.580,100.824,35.631,35.596,35.583,35.464,26.037
1467797403.605,101.849,35.592,35.598,35.407,35.474,26.040
1467797404.636,102.880,35.732,35.601,35.709,35.485,25.971
1467797405.674,103.918,35.648,35.604,35.538,35.497,25.900
1467797406.687,104.931,35.625,35.606,35.541,35.508,26.008
1467797407.717,105.961,35.664,35.606,35.559,35.518,25.984
1467797408.737,106.981,35.630,35.608,35.553,35.528,25.943
1467797409.771,108.015,35.575,35.609,35.543,35.537,25.995
1467797410.791,109.035,35.606,35.611,35.545,35.549,26.004
1467797411.817,110.061,35.546,35.614,35.560,35.561,26.064
1467797412.831,111.075,35.575,35.616,35.499,35.574,26.033
1467797413.857,112.101,35.585,35.620,35.481,35.587,25.989
1467797414.892,113.136,35.616,35.622,35.588,35.598,26.051
1467797415.918,114.162,35.636,35.624,35.539,35.608,26.030
1467797416.946,115.190,35.605,35.628,35.516,35.618,26.004
1467797417.974,116.218,35.664,35.631,35.647,35.627,25.966
1467797419.000,117.244,35.657,35.634,35.566,35.636,25.959
1467797420.028,118.272,35.625,35.637,35.592,35.644,26.028
1467797421.038,119.282,35.618,35.640,35.575,35.654,26.000
1467797422.069,120.313,35.639,35.644,35.570,35.663,26.039
1467797423.106,121.350,35.641,35.646,35.662,35.671,26.079
1467797424.232,122.476,35.522,35.649,35.543,35.681,26.136
1467797425.267,123.511,35.564,35.651,35.609,35.688,26.012
1467797426.292,124.536,35.580,35.654,35.690,35.695,26.018
1467797427.307,125.551,35.539,35.658,35.604,35.705,26.072
1467797428.335,126.579,35.598,35.658,35.656,35.713,26.001
1467797429.358,127.602,35.663,35.661,35.652,35.723,26.032
1467797430.397,128.641,35.678,35.663,35.673,35.728,26.036
1467797431.425,129.669,35.721,35.664,35.772,35.734,25.991
1467797432.440,130.684,35.743,35.666,35.797,35.744,25.916
1467797433.470,131.714,35.690,35.667,35.770,35.748,26.002
1467797434.494,132.738,35.598,35.668,35.775,35.752,26.083
1467797435.515,133.759,35.633,35.670,35.711,35.758,26.066
1467797436.540,134.784,35.638,35.671,35.774,35.762,26.065
1467797437.565,135.809,35.678,35.673,35.871,35.769,26.004
1467797438.603,136.847,35.724,35.676,35.964,35.775,26.014
1467797439.628,137.872,35.751,35.678,35.961,35.781,26.011
1467797440.646,138.890,35.673,35.682,35.939,35.787,26.123
1467797441.677,139.921,35.737,35.685,35.991,35.794,26.127
1467797442.704,140.948,35.688,35.687,35.864,35.801,26.135
1467797443.717,141.961,35.667,35.689,35.839,35.808,26.179
1467797444.740,142.984,35.771,35.690,35.835,35.814,26.103
1467797445.778,144.022,35.708,35.694,35.862,35.822,26.141
1467797446.800,145.044,35.726,35.696,35.905,35.825,26.197
1467797447.819,146.063,35.742,35.697,35.882,35.829,26.163
1467797448.852,147.096,35.745,35.700,35.922,35.835,26.209
1467797449.881,148.125,35.703,35.703,35.876,35.841,26.321
1467797450.916,149.160,35.716,35.705,35.897,35.848,26.278
1467797451.932,150.176,35.772,35.708,35.940,35.854,26.260
1467797452.955,151.199,35.733,35.712,35.920,35.861,26.227
1467797453.984,152.228,35.732,35.715,35.973,35.865,26.262
1467797455.014,153.258,35.802,35.719,36.020,35.870,26.223
1467797456.037,154.281,35.675,35.723,35.930,35.875,26.381
1467797457.051,155.295,35.704,35.726,35.939,35.881,26.353
1467797458.077,156.321,35.742,35.727,35.931,35.886,26.358
1467797459.114,157.358,35.673,35.728,35.915,35.892,26.491
1467797460.132,158.376,35.735,35.729,35.936,35.895,26.429
1467797461.165,159.409,35.742,35.730,35.925,35.897,26.427
1467797462.178,160.422,35.733,35.731,35.776,35.898,26.446
1467797463.216,161.460,35.731,35.734,35.871,35.898,26.464
1467797464.232,162.476,35.699,35.736,35.790,35.900,26.519
1467797465.261,163.505,35.739,35.738,35.916,35.902,26.488
1467797466.282,164.526,35.736,35.740,35.897,35.902,26.458
1467797467.313,165.557,35.727,35.741,35.856,35.900,26.468
1467797468.333,166.577,35.766,35.742,35.871,35.899,26.439
1467797469.360,167.604,35.740,35.743,35.895,35.896,26.417
1467797470.397,168.641,35.688,35.745,35.854,35.894,26.526
1467797471.420,169.664,35.730,35.746,35.988,35.895,26.477
1467797472.440,170.684,35.730,35.750,35.883,35.896,26.461
1467797473.472,171.716,35.822,35.751,35.927,35.899,26.360
1467797474.494,172.738,35.750,35.753,35.820,35.899,26.440
1467797475.520,173.764,35.730,35.755,35.808,35.900,26.411
1467797476.540,174.784,35.792,35.757,35.918,35.901,26.368
1467797477.570,175.814,35.789,35.758,35.892,35.899,26.345
1467797478.589,176.833,35.733,35.761,35.970,35.901,26.431
1467797479.629,177.873,35.786,35.763,35.982,35.903,26.403
1467797480.650,178.894,35.745,35.764,35.901,35.903,26.448
1467797481.679,179.923,35.761,35.766,35.838,35.904,26.465
1467797482.700,180.944,35.788,35.766,35.968,35.901,26.443
1467797483.720,181.964,35.751,35.766,35.904,35.899,26.471
1467797484.751,182.995,35.762,35.767,35.987,35.900,26.492
1467797485.768,184.012,35.710,35.770,35.929,35.902,26.563
1467797486.801,185.045,35.760,35.771,35.968,35.901,26.491
1467797487.825,186.069,35.751,35.773,35.974,35.900,26.503
1467797488.848,187.092,35.778,35.774,35.899,35.899,26.540
1467797489.880,188.124,35.753,35.774,35.812,35.897,26.518
1467797490.911,189.155,35.752,35.774,35.801,35.899,26.539
1467797491.919,190.163,35.786,35.775,35.794,35.901,26.456
1467797492.953,191.197,35.758,35.777,35.883,35.902,26.532
1467797493.986,192.230,35.762,35.778,35.858,35.901,26.564
1467797495.012,193.256,35.795,35.779,35.880,35.900,26.544
1467797496.036,194.280,35.796,35.782,35.884,35.902,26.528
1467797497.049,195.293,35.743,35.783,35.807,35.903,26.583
1467797498.080,196.324,35.806,35.784,35.853,35.903,26.526
1467797499.111,197.355,35.787,35.785,35.935,35.903,26.488
1467797500.136,198.380,35.843,35.786,35.890,35.901,26.441
1467797501.159,199.403,35.835,35.787,35.988,35.901,26.492
1467797502.183,200.427,35.821,35.788,35.866,35.901,26.515
1467797503.216,201.460,35.831,35.789,35.968,35.904,26.505
1467797504.243,202.487,35.845,35.793,35.930,35.908,26.479
1467797505.268,203.512,35.811,35.794,35.812,35.909,26.488
1467797506.284,204.528,35.891,35.795,35.997,35.911,26.452
1467797507.307,205.551,35.825,35.797,36.006,35.912,26.544
1467797508.331,206.575,35.822,35.798,35.943,35.913,26.533
1467797509.358,207.602,35.816,35.801,35.968,35.915,26.538
1467797510.391,208.635,35.772,35.802,35.830,35.918,26.604
1467797511.417,209.661,35.771,35.804,35.909,35.918,26.605
1467797512.442,210.686,35.755,35.806,35.977,35.920,26.592
1467797513.464,211.708,35.846,35.807,36.011,35.920,26.584
1467797514.485,212.729,35.794,35.810,35.870,35.920,26.580
1467797515.520,213.764,35.801,35.811,35.910,35.919,26.523
1467797516.549,214.793,35.793,35.813,35.862,35.919,26.574
1467797517.568,215.812,35.714,35.814,35.814,35.920,26.679
1467797518.588,216.832,35.749,35.816,35.882,35.923,26.651
1467797519.617,217.861,35.786,35.818,35.973,35.926,26.648
1467797520.653,218.897,35.817,35.818,35.863,35.928,26.634
1467797521.674,219.918,35.785,35.820,35.831,35.929,26.667
1467797522.698,220.942,35.815,35.822,35.886,35.934,26.590
1467797523.726,221.970,35.890,35.823,35.931,35.937,26.579
1467797524.751,222.995,35.798,35.825,35.937,35.943,26.637
1467797525.769,224.013,35.784,35.827,35.876,35.948,26.645
1467797526.790,225.034,35.745,35.827,35.866,35.953,26.674
1467797527.823,226.067,35.790,35.827,35.888,35.957,26.664
1467797528.843,227.087,35.811,35.828,35.876,35.961,26.630
1467797529.870,228.114,35.864,35.826,35.919,35.961,26.606
1467797530.896,229.140,35.825,35.825,35.992,35.964,26.712
1467797531.926,230.170,35.912,35.824,36.013,35.966,26.610
1467797532.956,231.200,35.861,35.823,35.999,35.969,26.677
1467797533.982,232.226,35.860,35.823,35.994,35.975,26.641
1467797535.012,233.256,35.808,35.822,36.040,35.977,26.598
1467797536.030,234.274,35.850,35.822,36.001,35.980,26.575
1467797537.056,235.300,35.940,35.822,36.054,35.984,26.437
1467797538.081,236.325,35.820,35.823,35.971,35.988,26.588
1467797539.105,237.349,35.893,35.824,35.995,35.994,26.500
1467797540.126,238.370,35.845,35.826,36.014,35.998,26.475
1467797541.160,239.404,35.825,35.828,35.959,36.001,26.567
1467797542.188,240.432,35.853,35.829,35.930,36.006,26.610
1467797543.216,241.460,35.849,35.829,35.940,36.011,26.559
1467797544.231,242.475,35.836,35.829,35.970,36.014,26.581
1467797545.264,243.508,35.856,35.831,35.931,36.020,26.570
1467797546.285,244.529,35.825,35.832,35.989,36.026,26.636
1467797547.306,245.550,35.859,35.834,35.945,36.032,26.581
1467797548.340,246.584,35.822,35.835,35.940,36.035,26.604
1467797549.361,247.605,35.854,35.834,35.940,36.042,26.595
1467797550.381,248.625,35.867,35.836,36.120,36.048,26.583
1467797551.412,249.656,35.837,35.837,36.057,36.054,26.590
1467797552.440,250.684,35.938,35.838,36.212,36.059,26.475
1467797553.476,251.720,35.836,35.840,36.083,36.062,26.600
1467797554.490,252.734,35.826,35.843,36.126,36.068,26.637
1467797555.515,253.759,35.784,35.845,36.122,36.073,26.690
1467797556.539,254.783,35.878,35.847,36.119,36.077,26.630
1467797557.562,255.806,35.745,35.848,36.026,36.081,26.761
1467797558.588,256.832,35.745,35.848,35.985,36.084,26.736
1467797559.627,257.871,35.786,35.848,36.089,36.086,26.708
1467797560.636,258.880,35.782,35.847,36.087,36.087,26.675
1467797561.679,259.923,35.800,35.846,36.159,36.089,26.777
1467797562.702,260.946,35.827,35.847,36.107,36.094,26.682
1467797563.728,261.972,35.852,35.849,36.186,36.096,26.629
1467797564.753,262.997,35.798,35.850,36.148,36.100,26.709
1467797565.777,264.021,35.888,35.850,36.189,36.103,26.613
1467797566.801,265.045,35.828,35.852,36.170,36.108,26.634
1467797567.819,266.063,35.873,35.853,36.122,36.112,26.642
1467797568.853,267.097,35.862,35.854,36.149,36.116,26.662
1467797569.865,268.109,35.891,35.857,36.297,36.120,26.677
1467797570.893,269.137,35.811,35.860,36.121,36.127,26.735
1467797572.039,270.283,35.823,35.863,36.103,36.131,26.779
1467797573.067,271.311,35.863,35.865,36.183,36.135,26.772
1467797574.089,272.333,35.778,35.867,36.110,36.139,26.849
1467797575.121,273.365,35.857,35.869,36.236,36.145,26.758
1467797576.148,274.392,35.845,35.870,36.146,36.150,26.806
1467797577.177,275.421,35.794,35.872,36.224,36.152,26.820
1467797578.195,276.439,35.854,35.875,36.171,36.157,26.770
1467797579.214,277.458,35.916,35.875,36.231,36.157,26.787
1467797580.235,278.479,35.918,35.876,36.198,36.159,26.780
1467797581.269,279.513,35.909,35.876,36.123,36.158,26.734
1467797582.293,280.537,35.951,35.878,36.185,36.160,26.749
1467797583.323,281.567,35.847,35.879,36.112,36.161,26.812
1467797584.352,282.596,35.895,35.879,36.121,36.162,26.827
1467797585.372,283.616,35.900,35.880,36.108,36.163,26.826
1467797586.404,284.648,35.840,35.881,36.105,36.165,26.852
1467797587.429,285.673,35.845,35.882,36.077,36.168,26.862
1467797588.443,286.687,35.821,35.884,36.067,36.167,26.815
1467797589.477,287.721,35.845,35.884,36.127,36.164,26.797
1467797590.497,288.741,35.899,35.885,36.259,36.160,26.780
1467797591.538,289.782,35.891,35.886,36.135,36.159,26.807
1467797592.554,290.798,35.935,35.886,36.221,36.155,26.796
1467797593.581,291.825,35.942,35.888,36.252,36.153,26.837
1467797594.607,292.851,35.926,35.887,36.201,36.150,26.865
1467797595.631,293.875,35.930,35.889,36.244,36.148,26.779
1467797596.658,294.902,35.940,35.889,36.218,36.145,26.758
1467797597.682,295.926,35.965,35.888,36.206,36.143,26.721
1467797598.709,296.953,36.001,35.890,36.269,36.140,26.744
1467797599.736,297.980,36.030,35.892,36.193,36.140,26.715
1467797600.759,299.003,35.968,35.894,36.172,36.140,26.781
1467797601.781,300.025,35.926,35.894,36.165,36.138,26.822
1467797602.809,301.053,35.948,35.896,36.305,36.138,26.832
1467797603.839,302.083,35.933,35.897,36.209,36.134,26.833
1467797604.864,303.108,35.928,35.897,36.078,36.133,26.879
1467797605.885,304.129,35.982,35.897,36.182,36.127,26.813
1467797606.915,305.159,35.901,35.897,36.164,36.123,26.844
