# timestamp,time_from_start,face,face_filtered,nose,nose_filtered,background
1467883573.345,0.000,35.424,nan,36.001,nan,25.215
1467883574.333,0.988,35.251,nan,35.822,nan,25.611
1467883575.360,2.015,35.183,nan,35.680,nan,25.946
1467883576.383,3.038,35.102,nan,35.700,nan,26.215
1467883577.414,4.069,34.995,nan,35.544,nan,26.471
1467883578.430,5.085,34.999,nan,35.523,nan,26.571
1467883579.454,6.109,34.994,nan,35.640,nan,26.633
1467883580.483,7.138,34.995,nan,35.506,nan,26.608
1467883581.506,8.161,34.958,nan,35.451,nan,26.640
1467883582.529,9.184,34.829,nan,35.423,nan,26.628
1467883583.557,10.212,34.841,nan,35.457,nan,26.633
1467883584.592,11.247,34.898,nan,35.450,nan,26.426
1467883585.613,12.268,34.989,nan,35.546,nan,26.194
1467883586.642,13.297,34.949,nan,35.396,nan,26.210
1467883587.665,14.320,34.880,nan,35.263,nan,26.060
1467883588.688,15.343,35.004,nan,35.442,nan,25.853
1467883589.716,16.371,34.989,nan,35.483,nan,25.759
1467883590.737,17.392,35.044,nan,35.415,nan,25.673
1467883591.773,18.428,35.116,nan,35.440,nan,25.595
1467883592.785,19.440,35.052,nan,35.529,nan,25.551
1467883593.819,20.474,35.120,nan,35.482,nan,25.413
1467883594.847,21.502,35.193,nan,35.636,nan,25.303
1467883595.874,22.529,35.214,nan,35.557,nan,25.137
1467883596.898,23.553,35.204,nan,35.641,nan,25.141
1467883597.914,24.569,35.275,nan,35.683,nan,24.989
1467883598.943,25.598,35.330,nan,35.628,nan,24.958
1467883599.970,26.625,35.354,35.272,35.596,35.573,24.819
1467883600.989,27.644,35.359,35.273,35.536,35.567,24.719
1467883602.017,28.672,35.409,35.275,35.603,35.561,24.646
1467883603.040,29.695,35.360,35.279,35.548,35.559,24.663
1467883604.066,30.721,35.374,35.285,35.564,35.559,24.659
1467883605.104,31.759,35.354,35.293,35.506,35.558,24.625
1467883606.127,32.782,35.386,35.301,35.451,35.560,24.577
1467883607.156,33.811,35.404,35.310,35.570,35.562,24.549
1467883608.183,34.838,35.429,35.321,35.646,35.564,24.481
1467883609.192,35.847,35.358,35.330,35.432,35.566,24.545
1467883610.223,36.878,35.454,35.340,35.562,35.571,24.442
1467883611.261,37.916,35.404,35.352,35.455,35.568,24.492
1467883612.273,38.928,35.380,35.362,35.517,35.566,24.517
1467883613.297,39.952,35.496,35.372,35.567,35.566,24.450
1467883614.338,40.993,35.463,35.381,35.529,35.566,24.500
1467883615.463,42.118,35.491,35.391,35.604,35.569,24.471
1467883616.500,43.155,35.496,35.400,35.712,35.571,24.417
1467883617.522,44.177,35.479,35.407,35.697,35.574,24.367
1467883618.548,45.203,35.525,35.416,35.698,35.575,24.328
1467883619.563,46.218,35.572,35.421,35.671,35.577,24.240
1467883620.601,47.256,35.586,35.428,35.772,35.580,24.249
1467883621.629,48.284,35.527,35.437,35.532,35.582,24.362
1467883622.646,49.301,35.491,35.444,35.509,35.586,24.359
1467883623.670,50.325,35.517,35.450,35.501,35.584,24.387
1467883624.697,51.352,35.486,35.455,35.519,35.585,24.488
1467883625.734,52.389,35.489,35.459,35.648,35.582,24.506
1467883626.748,53.403,35.504,35.463,35.599,35.579,24.481
1467883627.783,54.438,35.537,35.464,35.632,35.575,24.472
1467883628.804,55.459,35.516,35.463,35.681,35.571,24.458
1467883629.831,56.486,35.504,35.463,35.689,35.569,24.483
1467883630.854,57.509,35.509,35.461,35.694,35.565,24.433
1467883631.874,58.529,35.481,35.461,35.677,35.563,24.394
1467883632.897,59.552,35.554,35.460,35.648,35.558,24.503
1467883633.923,60.578,35.461,35.460,35.663,35.558,24.529
1467883634.946,61.601,35.464,35.461,35.632,35.558,24.527
1467883635.984,62.639,35.579,35.460,35.713,35.555,24.427
1467883637.009,63.664,35.521,35.460,35.654,35.553,24.383
1467883638.032,64.687,35.508,35.461,35.690,35.554,24.248
1467883639.055,65.710,35.479,35.460,35.298,35.552,24.410
1467883640.196,66.851,35.378,35.460,35.323,35.556,24.483
1467883641.229,67.884,35.456,35.461,35.436,35.558,24.402
1467883642.250,68.905,35.492,35.460,35.546,35.559,24.482
1467883643.269,69.924,35.486,35.458,35.575,35.560,24.575
1467883644.297,70.952,35.388,35.458,35.394,35.561,24.497
1467883645.319,71.974,35.396,35.457,35.573,35.561,24.535
1467883646.361,73.016,35.455,35.457,35.567,35.562,24.499
1467883647.385,74.040,35.359,35.455,35.501,35.562,24.569
1467883648.396,75.051,35.481,35.454,35.632,35.565,24.491
1467883649.425,76.080,35.546,35.452,35.619,35.566,24.442
1467883650.456,77.111,35.522,35.452,35.683,35.572,24.497
1467883651.483,78.138,35.500,35.452,35.578,35.579,24.615
1467883652.505,79.160,35.489,35.451,35.565,35.583,24.574
1467883653.534,80.189,35.442,35.451,35.504,35.588,24.608
1467883654.560,81.215,35.509,35.452,35.515,35.594,24.535
1467883655.584,82.239,35.382,35.452,35.402,35.602,24.508
1467883656.602,83.257,35.288,35.451,35.364,35.610,24.655
1467883657.741,84.396,35.329,35.451,35.466,35.616,24.568
1467883658.768,85.423,35.331,35.451,35.343,35.622,24.588
1467883659.798,86.453,35.374,35.451,35.476,35.629,24.598
1467883660.831,87.486,35.302,35.451,35.277,35.633,24.570
1467883661.853,88.508,35.329,35.450,35.482,35.641,24.561
1467883662.879,89.534,35.440,35.450,35.485,35.645,24.560
1467883663.900,90.555,35.338,35.450,35.378,35.652,24.593
1467883664.919,91.574,35.429,35.449,35.540,35.657,24.566
1467883665.957,92.612,35.424,35.449,35.498,35.663,24.608
1467883666.971,93.626,35.396,35.450,35.444,35.670,24.563
1467883668.002,94.657,35.416,35.450,35.699,35.683,24.574
1467883669.021,95.676,35.423,35.452,35.597,35.695,24.629
1467883670.057,96.712,35.464,35.454,35.646,35.708,24.570
1467883671.082,97.737,35.354,35.457,35.566,35.719,24.706
1467883672.104,98.759,35.477,35.458,35.675,35.727,24.558
1467883673.133,99.788,35.441,35.462,35.706,35.739,24.552
1467883674.159,100.814,35.471,35.463,35.751,35.747,24.510
1467883675.192,101.847,35.449,35.462,35.673,35.754,24.563
1467883676.209,102.864,35.512,35.465,35.831,35.765,24.553
1467883677.230,103.885,35.471,35.464,35.824,35.772,24.568
1467883678.256,104.911,35.538,35.462,35.886,35.778,24.522
1467883679.297,105.952,35.463,35.462,35.874,35.785,24.632
1467883680.312,106.967,35.466,35.462,35.725,35.794,24.581
1467883681.326,107.981,35.475,35.462,35.828,35.804,24.559
1467883682.356,109.011,35.543,35.463,35.986,35.815,24.559
1467883683.503,110.158,35.501,35.463,36.023,35.826,24.546
1467883684.526,111.181,35.513,35.464,36.053,35.838,24.545
1467883685.549,112.204,35.510,35.468,36.023,35.853,24.613
1467883686.581,113.236,35.491,35.470,36.009,35.866,24.531
1467883687.600,114.255,35.530,35.473,36.058,35.884,24.505
1467883688.622,115.277,35.452,35.475,35.947,35.895,24.653
1467883689.648,116.303,35.498,35.478,36.057,35.911,24.628
1467883690.687,117.342,35.466,35.479,35.899,35.921,24.740
1467883691.712,118.367,35.494,35.478,35.994,35.934,24.640
1467883692.733,119.388,35.511,35.480,35.978,35.949,24.608
1467883693.759,120.414,35.533,35.481,36.023,35.962,24.632
1467883694.889,121.544,35.530,35.482,36.052,35.976,24.655
1467883695.924,122.579,35.489,35.484,36.000,35.991,24.676
1467883696.958,123.613,35.504,35.485,35.997,36.003,24.642
1467883697.971,124.626,35.544,35.486,36.132,36.015,24.625
1467883698.991,125.646,35.644,35.487,36.190,36.026,24.493
1467883700.135,126.790,35.541,35.488,36.010,36.040,24.530
1467883701.278,127.933,35.616,35.488,36.035,36.051,24.588
1467883702.301,128.956,35.493,35.489,36.033,36.064,24.677
1467883703.321,129.976,35.396,35.489,35.948,36.076,24.765
1467883704.596,131.251,35.487,35.490,36.082,36.089,24.656
1467883706.183,132.838,35.469,35.492,36.027,36.101,24.677
1467883707.197,133.852,35.413,35.493,35.953,36.109,24.732
1467883708.225,134.880,35.521,35.492,36.074,36.117,24.653
1467883709.256,135.911,35.494,35.494,36.058,36.126,24.653
1467883710.272,136.927,35.503,35.496,36.113,36.138,24.633
1467883711.299,137.954,35.468,35.497,36.097,36.147,24.608
1467883712.335,138.990,35.522,35.498,36.147,36.154,24.600
1467883713.365,140.020,35.440,35.499,36.085,36.161,24.656
1467883714.386,141.041,35.490,35.500,36.181,36.168,24.714
1467883715.416,142.071,35.447,35.502,36.178,36.176,24.722
1467883716.432,143.087,35.519,35.504,36.321,36.182,24.663
1467883717.454,144.109,35.483,35.505,36.070,36.186,24.657
1467883718.482,145.137,35.435,35.506,36.175,36.191,24.658
1467883719.509,146.164,35.423,35.508,36.035,36.195,24.690
1467883720.533,147.188,35.397,35.510,36.209,36.203,24.629
1467883721.560,148.215,35.441,35.511,36.191,36.210,24.626
1467883722.597,149.252,35.474,35.513,36.246,36.216,24.606
1467883723.625,150.280,35.464,35.513,36.280,36.219,24.686
1467883724.645,151.300,35.504,35.514,36.277,36.222,24.643
1467883725.667,152.322,35.502,35.515,36.315,36.226,24.668
1467883726.695,153.350,35.455,35.515,36.268,36.228,24.668
1467883727.715,154.370,35.515,35.516,36.288,36.230,24.627
1467883728.745,155.400,35.433,35.515,36.318,36.229,24.649
1467883729.765,156.420,35.431,35.515,36.268,36.230,24.691
1467883730.794,157.449,35.525,35.514,36.449,36.233,24.574
1467883731.815,158.470,35.472,35.514,36.380,36.235,24.640
1467883732.848,159.503,35.523,35.516,36.419,36.238,24.710
1467883733.872,160.527,35.614,35.518,36.443,36.238,24.654
1467883734.900,161.555,35.494,35.520,36.295,36.240,24.724
1467883735.926,162.581,35.520,35.523,36.333,36.243,24.715
1467883736.957,163.612,35.544,35.525,36.377,36.242,24.740
1467883737.975,164.630,35.610,35.527,36.377,36.243,24.740
1467883739.000,165.655,35.532,35.529,36.300,36.241,24.785
1467883740.027,166.682,35.567,35.530,36.376,36.239,24.762
1467883741.049,167.704,35.565,35.530,36.416,36.237,24.714
1467883742.067,168.722,35.584,35.532,36.452,36.234,24.647
1467883743.110,169.765,35.601,35.530,36.439,36.230,24.663
1467883744.120,170.775,35.617,35.529,36.352,36.227,24.665
1467883745.152,171.807,35.566,35.525,36.272,36.219,24.712
1467883746.189,172.844,35.526,35.523,36.240,36.215,24.714
1467883747.206,173.861,35.577,35.521,36.266,36.209,24.685
1467883748.225,174.880,35.594,35.519,36.352,36.205,24.644
1467883749.252,175.907,35.549,35.518,36.352,36.198,24.726
1467883750.279,176.934,35.617,35.516,36.315,36.191,24.689
1467883751.301,177.956,35.531,35.514,36.210,36.184,24.737
1467883752.325,178.980,35.572,35.513,36.208,36.176,24.717
1467883753.355,180.010,35.532,35.509,36.224,36.165,24.775
1467883754.392,181.047,35.536,35.507,36.115,36.155,24.730
1467883755.408,182.063,35.589,35.507,36.197,36.147,24.697
1467883756.439,183.094,35.569,35.505,36.136,36.142,24.669
1467883757.465,184.120,35.570,35.505,36.109,36.137,24.687
1467883758.495,185.150,35.539,35.505,36.162,36.131,24.697
