# timestamp,time_from_start,face,face_filtered,nose,nose_filtered,background
1467871392.994,0.000,34.316,nan,33.354,nan,23.598
1467871393.988,0.994,34.302,nan,33.310,nan,23.621
1467871395.139,2.145,34.339,nan,33.366,nan,23.584
1467871396.159,3.165,34.306,nan,33.268,nan,23.623
1467871397.192,4.198,34.282,nan,33.177,nan,23.663
1467871398.220,5.226,34.278,nan,33.342,nan,23.660
1467871399.239,6.245,34.323,nan,33.340,nan,23.674
1467871400.260,7.266,34.288,nan,33.201,nan,23.681
1467871401.283,8.289,34.279,nan,33.039,nan,23.715
1467871402.309,9.315,34.274,nan,33.334,nan,23.709
1467871403.332,10.338,34.305,nan,33.306,nan,23.691
1467871404.374,11.380,34.254,nan,33.408,nan,23.723
1467871405.389,12.395,34.251,nan,33.582,nan,23.679
1467871406.419,13.425,34.340,nan,33.480,nan,23.703
1467871407.441,14.447,34.350,nan,33.477,nan,23.641
1467871408.469,15.475,34.350,nan,33.367,nan,23.664
1467871409.487,16.493,34.332,nan,33.624,nan,23.741
1467871410.513,17.519,34.244,nan,33.533,nan,23.782
1467871411.541,18.547,34.312,nan,33.645,nan,23.728
1467871412.567,19.573,34.300,nan,33.682,nan,23.685
1467871413.591,20.597,34.328,nan,33.659,nan,23.623
1467871414.619,21.625,34.308,nan,33.667,nan,23.692
1467871415.648,22.654,34.378,nan,33.796,nan,23.668
1467871416.663,23.669,34.345,nan,33.561,nan,23.733
1467871417.703,24.709,34.359,nan,33.628,nan,23.719
1467871418.725,25.731,34.346,nan,33.527,nan,23.698
1467871419.755,26.761,34.364,34.382,33.554,33.709,23.777
1467871420.775,27.781,34.366,34.387,33.604,33.730,23.729
1467871421.795,28.801,34.375,34.391,33.643,33.751,23.704
1467871422.819,29.825,34.366,34.396,33.681,33.774,23.766
1467871423.852,30.858,34.431,34.400,33.700,33.796,23.694
1467871424.885,31.891,34.342,34.406,33.656,33.820,23.824
1467871425.903,32.909,34.247,34.413,33.598,33.846,23.906
1467871426.933,33.939,34.385,34.418,33.719,33.869,23.797
1467871427.953,34.959,34.382,34.423,33.786,33.891,23.804
1467871428.985,35.991,34.316,34.429,33.651,33.917,23.851
1467871430.008,37.014,34.388,34.435,33.845,33.947,23.810
1467871431.031,38.037,34.423,34.440,33.787,33.972,23.762
1467871432.053,39.059,34.414,34.447,33.822,33.999,23.726
1467871433.076,40.082,34.457,34.454,33.935,34.022,23.700
1467871434.105,41.111,34.487,34.460,33.908,34.043,23.696
1467871435.126,42.132,34.449,34.464,33.953,34.064,23.763
1467871436.149,43.155,34.455,34.469,34.022,34.088,23.728
1467871437.189,44.195,34.456,34.475,33.972,34.116,23.759
1467871438.213,45.219,34.509,34.480,34.142,34.142,23.703
1467871440.038,47.044,34.469,34.487,34.068,34.165,23.684
1467871441.061,48.067,34.482,34.490,34.198,34.180,23.708
1467871442.084,49.090,34.570,34.493,34.230,34.198,23.725
1467871443.119,50.125,34.564,34.496,34.413,34.214,23.749
1467871444.136,51.142,34.581,34.499,34.535,34.229,23.740
1467871445.163,52.169,34.603,34.502,34.538,34.244,23.669
1467871446.181,53.187,34.581,34.506,34.382,34.262,23.721
1467871447.206,54.212,34.581,34.509,34.244,34.280,23.733
1467871448.239,55.245,34.581,34.494,34.400,34.295,23.728
1467871449.266,56.272,34.552,34.497,34.485,34.310,23.823
1467871450.285,57.291,34.570,34.499,34.506,34.329,23.793
1467871451.317,58.323,34.589,34.502,34.580,34.348,23.756
1467871452.333,59.339,34.540,34.505,34.560,34.367,23.822
1467871453.378,60.384,34.608,34.507,34.583,34.384,23.738
1467871454.395,61.401,34.670,34.510,34.655,34.403,23.676
1467871455.420,62.426,34.601,34.514,34.576,34.423,23.755
1467871456.439,63.445,34.597,34.516,34.584,34.440,23.732
1467871457.472,64.478,34.573,34.519,34.587,34.455,23.827
1467871458.492,65.498,34.607,34.523,34.706,34.476,23.773
1467871459.524,66.530,34.584,34.525,34.702,34.492,23.696
1467871460.539,67.545,34.688,34.525,34.794,34.507,23.623
1467871461.568,68.574,34.615,34.525,34.697,34.523,23.753
1467871462.600,69.606,34.586,34.524,34.695,34.536,23.746
1467871463.623,70.629,34.577,34.523,34.632,34.552,23.751
1467871464.652,71.658,34.633,34.524,34.798,34.568,23.744
1467871465.678,72.684,34.645,34.525,34.960,34.584,23.703
1467871466.703,73.709,34.626,34.525,35.004,34.601,23.766
1467871467.728,74.734,34.633,34.525,34.846,34.613,23.718
1467871468.755,75.761,34.486,34.526,34.427,34.632,23.752
1467871469.780,76.786,34.465,34.527,34.678,34.647,23.770
1467871470.795,77.801,34.475,34.526,34.564,34.662,23.818
1467871471.818,78.824,34.497,34.527,34.459,34.676,23.813
1467871472.852,79.858,34.529,34.526,34.627,34.686,23.769
1467871473.892,80.898,34.551,34.526,34.566,34.695,23.804
1467871474.911,81.917,34.537,34.526,34.627,34.709,23.848
1467871475.931,82.937,33.538,34.525,34.320,34.724,23.869
1467871476.956,83.962,34.514,34.523,34.393,34.737,23.740
1467871477.982,84.988,34.475,34.522,34.681,34.749,23.817
1467871479.005,86.011,34.536,34.522,34.651,34.761,23.835
1467871480.039,87.045,34.524,34.522,34.738,34.774,23.799
1467871481.060,88.066,34.560,34.523,34.634,34.787,23.782
1467871482.078,89.084,34.489,34.523,34.714,34.802,23.868
1467871483.108,90.114,34.459,34.522,34.673,34.814,23.850
1467871484.134,91.140,34.528,34.522,34.679,34.827,23.813
1467871485.164,92.170,34.551,34.524,34.625,34.841,23.796
1467871486.191,93.197,34.502,34.525,34.772,34.853,23.845
1467871487.217,94.223,34.496,34.526,34.715,34.865,23.822
1467871488.236,95.242,34.418,34.526,34.614,34.874,23.954
1467871489.264,96.270,34.424,34.525,34.734,34.884,23.905
1467871490.286,97.292,34.403,34.525,34.642,34.896,23.960
1467871491.314,98.320,34.441,34.526,34.760,34.907,23.943
1467871492.337,99.343,34.491,34.527,34.841,34.918,23.945
1467871493.369,100.375,34.492,34.527,34.934,34.929,23.905
1467871494.398,101.404,34.480,34.527,34.894,34.937,23.907
1467871495.416,102.422,34.526,34.528,34.823,34.943,23.988
1467871496.442,103.448,34.535,34.529,35.059,34.954,23.946
1467871497.475,104.481,34.507,34.532,35.045,34.975,23.926
1467871498.507,105.513,34.533,34.536,35.065,34.990,23.908
1467871499.523,106.529,34.597,34.540,35.160,35.009,23.915
1467871500.539,107.545,34.547,34.544,35.090,35.032,23.948
1467871501.569,108.575,34.574,34.548,35.051,35.050,23.979
1467871502.595,109.601,34.573,34.552,35.136,35.071,23.959
1467871503.616,110.622,34.527,34.555,35.071,35.090,24.072
1467871504.656,111.662,34.489,34.577,35.132,35.116,24.075
1467871505.675,112.681,34.501,34.583,35.113,35.140,24.094
1467871506.704,113.710,34.548,34.588,35.173,35.158,24.022
1467871507.729,114.735,34.613,34.591,35.297,35.177,24.022
1467871508.744,115.750,34.581,34.594,35.310,35.194,23.987
1467871509.773,116.779,34.622,34.598,35.368,35.214,24.005
1467871510.803,117.809,34.613,34.603,35.319,35.231,24.057
1467871511.828,118.834,34.627,34.609,35.303,35.251,24.044
1467871512.848,119.854,34.661,34.614,35.336,35.269,24.032
1467871513.884,120.890,34.630,34.617,35.275,35.287,24.003
1467871514.902,121.908,34.655,34.623,35.358,35.307,24.050
1467871515.926,122.932,34.587,34.628,35.205,35.326,24.078
1467871516.958,123.964,34.649,34.636,35.358,35.349,24.058
1467871517.985,124.991,34.639,34.642,35.324,35.368,24.088
1467871519.012,126.018,34.597,34.650,35.290,35.393,24.158
1467871520.037,127.043,34.632,34.657,35.283,35.414,24.091
1467871521.057,128.063,34.647,34.663,35.355,35.434,24.091
1467871522.083,129.089,34.673,34.668,35.401,35.449,24.022
1467871523.111,130.117,34.689,34.673,35.367,35.466,24.017
1467871524.129,131.135,34.687,34.677,35.467,35.481,24.036
1467871525.153,132.159,34.631,34.682,35.537,35.496,24.069
1467871526.188,133.194,34.705,34.688,35.504,35.513,24.064
1467871527.215,134.221,34.679,34.692,35.643,35.527,24.065
1467871528.232,135.238,34.707,34.697,35.689,35.542,24.052
1467871529.258,136.264,34.760,34.703,35.653,35.557,24.030
1467871530.290,137.296,34.747,34.708,35.717,35.573,24.040
1467871531.312,138.318,34.699,34.713,35.678,35.588,24.070
1467871532.344,139.350,34.789,34.719,35.707,35.604,23.951
1467871533.361,140.367,34.804,34.724,35.745,35.618,23.934
1467871534.391,141.397,34.746,34.729,35.679,35.632,24.054
1467871535.416,142.422,34.715,34.734,35.675,35.646,24.031
1467871536.453,143.459,34.716,34.739,35.699,35.658,24.098
1467871537.470,144.476,34.779,34.745,35.718,35.670,24.023
1467871538.486,145.492,34.764,34.750,35.631,35.682,24.037
1467871539.516,146.522,34.795,34.753,35.771,35.694,24.031
1467871540.548,147.554,34.773,34.757,35.674,35.705,24.060
1467871541.574,148.580,34.744,34.760,35.657,35.717,24.071
1467871542.593,149.599,34.824,34.764,35.820,35.730,24.040
1467871543.617,150.623,34.759,34.769,35.781,35.742,24.065
1467871544.648,151.654,34.848,34.775,35.875,35.758,24.034
1467871545.694,152.700,34.773,34.778,35.812,35.769,24.138
1467871546.703,153.709,34.822,34.784,35.982,35.783,24.105
1467871547.729,154.735,34.820,34.789,35.931,35.796,24.028
1467871548.751,155.757,34.833,34.793,35.914,35.807,24.057
1467871549.784,156.790,34.791,34.797,35.765,35.820,24.130
1467871550.807,157.813,34.721,34.800,35.833,35.831,24.189
1467871551.820,158.826,34.766,34.804,35.640,35.842,24.122
1467871552.847,159.853,34.806,34.807,35.908,35.851,24.127
1467871553.878,160.884,34.842,34.812,35.967,35.859,24.179
1467871554.906,161.912,34.748,34.814,35.866,35.867,24.198
1467871555.936,162.942,34.844,34.817,35.980,35.871,24.139
1467871556.957,163.963,34.883,34.819,35.880,35.875,24.131
1467871557.980,164.986,34.869,34.817,35.922,35.878,24.089
1467871559.007,166.013,34.848,34.816,35.991,35.880,24.157
1467871560.038,167.044,34.840,34.816,35.964,35.883,24.243
1467871561.065,168.071,34.807,34.815,35.906,35.886,24.273
1467871562.076,169.082,34.766,34.812,35.869,35.887,24.307
1467871563.103,170.109,34.802,34.810,35.953,35.890,24.219
1467871564.132,171.138,34.907,34.809,35.920,35.891,24.166
1467871565.152,172.158,34.920,34.809,36.001,35.894,24.116
1467871566.189,173.195,34.886,34.808,36.020,35.897,24.185
1467871567.216,174.222,34.788,34.808,35.959,35.903,24.351
1467871568.244,175.250,34.810,34.807,35.931,35.906,24.294
1467871569.259,176.265,34.869,34.806,35.991,35.909,24.222
1467871570.289,177.295,34.848,34.807,36.009,35.914,24.199
1467871571.314,178.320,34.902,34.805,36.013,35.915,24.178
1467871572.334,179.340,34.895,34.804,36.068,35.914,24.143
1467871573.357,180.363,34.865,34.800,35.980,35.913,24.215
1467871574.386,181.392,34.943,34.798,36.057,35.911,24.163
