# timestamp,time_from_start,face,face_filtered,nose,nose_filtered,background
1467787447.595,0.000,35.065,nan,29.334,nan,25.048
1467787448.602,1.007,35.011,nan,29.188,nan,25.419
1467787449.629,2.034,34.846,nan,29.025,nan,25.857
1467787450.655,3.060,34.769,nan,29.001,nan,26.103
1467787451.669,4.074,34.721,nan,29.116,nan,26.244
1467787452.700,5.105,34.690,nan,28.900,nan,26.425
1467787453.735,6.140,34.689,nan,28.814,nan,26.497
1467787454.751,7.156,33.215,nan,29.007,nan,26.591
1467787455.776,8.181,34.580,nan,28.612,nan,26.549
1467787456.804,9.209,34.615,nan,28.477,nan,26.515
1467787457.833,10.238,34.565,nan,28.390,nan,26.433
1467787458.862,11.267,34.554,nan,28.628,nan,26.329
1467787459.878,12.283,34.812,nan,28.703,nan,26.240
1467787460.909,13.314,34.772,nan,28.571,nan,26.060
1467787461.941,14.346,34.757,nan,28.678,nan,26.017
1467787462.960,15.365,34.718,nan,28.686,nan,25.866
1467787463.987,16.392,34.764,nan,28.563,nan,25.789
1467787465.018,17.423,34.769,nan,28.593,nan,25.764
1467787466.035,18.440,34.836,nan,28.737,nan,25.573
1467787467.059,19.464,34.882,nan,28.757,nan,25.386
1467787468.089,20.494,34.946,nan,28.726,nan,25.202
1467787469.112,21.517,34.983,nan,28.875,nan,25.118
1467787470.146,22.551,35.025,nan,28.917,nan,25.009
1467787471.176,23.581,35.030,nan,28.732,nan,24.949
1467787472.192,24.597,35.015,nan,28.798,nan,24.942
1467787473.218,25.623,35.011,nan,28.824,nan,24.871
1467787474.244,26.649,35.098,34.980,28.808,28.864,24.710
1467787475.270,27.675,35.074,34.983,28.836,28.857,24.709
1467787476.300,28.705,35.133,34.986,28.875,28.849,24.680
1467787477.312,29.717,35.089,34.989,28.816,28.842,24.619
1467787478.335,30.740,35.055,34.995,28.718,28.841,24.612
1467787479.366,31.771,35.055,35.001,28.714,28.837,24.577
1467787480.406,32.811,35.100,35.010,28.808,28.837,24.461
1467787481.426,33.831,35.139,35.020,28.828,28.839,24.374
1467787482.568,34.973,35.159,35.029,28.868,28.841,24.361
1467787483.592,35.997,35.158,35.064,28.865,28.841,24.331
1467787484.620,37.025,35.212,35.074,28.985,28.848,24.266
1467787485.630,38.035,35.222,35.086,28.962,28.860,24.216
1467787486.666,39.071,35.220,35.097,28.955,28.871,24.212
1467787487.690,40.095,35.247,35.108,28.983,28.878,24.166
1467787488.719,41.124,35.246,35.114,28.985,28.883,24.121
1467787489.739,42.144,35.261,35.120,28.997,28.893,24.120
1467787490.772,43.177,35.228,35.127,29.013,28.903,24.141
1467787491.785,44.190,35.231,35.135,28.943,28.912,24.177
1467787492.823,45.228,35.189,35.143,28.920,28.926,24.217
1467787493.841,46.246,35.217,35.149,29.013,28.937,24.138
1467787494.870,47.275,35.226,35.154,28.998,28.947,24.108
1467787495.888,48.293,35.240,35.162,28.976,28.956,24.075
1467787496.923,49.328,35.304,35.168,29.068,28.964,24.095
1467787497.947,50.352,35.177,35.171,28.868,28.964,24.274
1467787498.962,51.367,35.185,35.175,28.925,28.971,24.222
1467787499.999,52.404,35.190,35.176,28.926,28.977,24.228
1467787501.024,53.429,35.307,35.179,28.987,28.984,24.093
1467787502.054,54.459,35.237,35.184,28.896,28.989,24.298
1467787503.079,55.484,35.233,35.187,28.941,28.995,24.302
1467787504.091,56.496,35.238,35.189,28.899,29.001,24.293
1467787505.124,57.529,35.169,35.190,28.803,29.004,24.317
1467787506.155,58.560,35.139,35.192,28.969,29.009,24.313
1467787507.179,59.584,35.132,35.194,28.812,29.016,24.295
1467787508.204,60.609,35.206,35.197,29.093,29.022,24.223
1467787509.219,61.624,35.254,35.201,29.028,29.024,24.203
1467787510.245,62.650,35.201,35.202,28.895,29.025,24.220
1467787511.392,63.797,35.104,35.204,29.032,29.030,24.287
1467787512.426,64.831,35.165,35.207,29.004,29.031,24.245
1467787513.447,65.852,35.239,35.208,29.100,29.034,24.186
1467787514.466,66.871,35.172,35.208,29.025,29.036,24.275
1467787515.499,67.904,35.177,35.209,29.011,29.040,24.277
1467787516.523,68.928,35.117,35.210,28.953,29.043,24.230
1467787517.543,69.948,35.133,35.211,29.128,29.044,24.210
1467787518.576,70.981,35.101,35.212,29.212,29.046,24.279
1467787519.596,72.001,35.180,35.214,29.178,29.047,24.222
1467787520.616,73.021,35.186,35.215,29.382,29.049,24.247
1467787521.650,74.055,35.125,35.218,29.200,29.052,24.328
1467787522.676,75.081,35.128,35.220,29.240,29.055,24.320
1467787523.703,76.108,35.321,35.220,29.277,29.055,24.258
1467787524.729,77.134,35.255,35.220,29.145,29.055,24.232
1467787525.757,78.162,35.147,35.221,28.910,29.055,24.326
1467787526.780,79.185,35.228,35.223,29.270,29.057,24.342
1467787527.795,80.200,35.127,35.226,29.088,29.061,24.313
1467787528.830,81.235,35.183,35.228,29.183,29.065,24.303
1467787529.853,82.258,35.241,35.229,29.064,29.068,24.300
1467787530.874,83.279,35.278,35.230,29.177,29.072,24.237
1467787531.906,84.311,35.177,35.232,29.126,29.076,24.338
1467787532.937,85.342,35.182,35.234,29.071,29.079,24.341
1467787533.956,86.361,35.211,35.238,29.094,29.085,24.360
1467787534.988,87.393,35.179,35.242,29.089,29.086,24.440
1467787536.122,88.527,35.209,35.244,29.030,29.091,24.375
1467787537.151,89.556,35.297,35.246,28.925,29.092,24.373
1467787538.175,90.580,35.233,35.247,28.891,29.095,24.469
1467787539.200,91.605,35.252,35.250,29.134,29.100,24.444
1467787540.217,92.622,35.315,35.254,28.933,29.102,24.447
1467787541.241,93.646,35.265,35.253,29.122,29.103,24.408
1467787542.271,94.676,35.238,35.254,29.080,29.105,24.395
1467787543.300,95.705,35.249,35.254,29.218,29.100,24.366
1467787544.334,96.739,35.312,35.255,29.104,29.104,24.316
1467787545.351,97.756,35.302,35.246,29.064,29.109,24.335
1467787546.383,98.788,35.317,35.246,29.106,29.107,24.342
1467787548.320,100.725,35.336,35.250,29.072,29.106,24.382
1467787549.342,101.747,35.298,35.252,29.038,29.106,24.534
1467787550.363,102.768,35.351,35.254,29.107,29.099,24.461
1467787551.392,103.797,35.306,35.257,29.175,29.100,24.451
1467787552.410,104.815,35.243,35.258,28.989,29.096,24.579
1467787553.441,105.846,35.265,35.257,28.971,29.092,24.491
1467787554.471,106.876,35.331,35.258,29.041,29.092,24.447
1467787555.505,107.910,35.301,35.261,28.982,29.098,24.523
1467787556.521,108.926,35.341,35.265,29.147,29.099,24.478
1467787557.549,109.954,35.334,35.269,29.192,29.105,24.490
1467787558.571,110.976,35.313,35.272,29.116,29.107,24.462
1467787559.593,111.998,35.294,35.275,29.144,29.112,24.485
1467787560.621,113.026,35.340,35.278,29.142,29.112,24.473
1467787561.646,114.051,35.371,35.282,29.093,29.113,24.485
1467787562.674,115.079,35.382,35.286,29.119,29.117,24.467
1467787563.699,116.104,35.347,35.290,29.007,29.119,24.445
1467787564.717,117.122,35.254,35.294,29.113,29.123,24.552
1467787565.754,118.159,35.300,35.298,29.146,29.128,24.550
1467787566.779,119.184,35.318,35.300,29.181,29.139,24.473
1467787567.803,120.208,35.371,35.303,29.166,29.150,24.510
1467787568.827,121.232,35.306,35.305,29.130,29.152,24.530
1467787569.845,122.250,35.148,35.305,29.089,29.157,24.648
1467787570.870,123.275,35.302,35.308,29.189,29.159,24.533
1467787571.902,124.307,35.174,35.309,28.763,29.162,24.665
1467787572.930,125.335,35.215,35.311,29.201,29.163,24.570
1467787573.961,126.366,34.639,35.313,29.228,29.166,24.488
1467787574.987,127.392,35.129,35.314,29.019,29.171,24.664
1467787576.016,128.421,35.284,35.315,29.144,29.175,24.572
1467787577.036,129.441,35.316,35.316,29.213,29.177,24.500
1467787578.063,130.468,35.263,35.318,29.008,29.182,24.483
1467787579.086,131.491,35.307,35.317,29.261,29.183,24.548
1467787580.103,132.508,35.213,35.317,29.004,29.183,24.688
1467787581.136,133.541,35.247,35.318,29.066,29.184,24.609
1467787582.156,134.561,35.290,35.321,29.107,29.193,24.612
1467787583.179,135.584,35.351,35.322,29.249,29.197,24.522
1467787584.204,136.609,35.420,35.322,29.336,29.202,24.456
1467787585.237,137.642,35.377,35.320,29.437,29.202,24.526
1467787586.267,138.672,35.350,35.320,29.284,29.202,24.522
1467787587.291,139.696,35.376,35.321,29.346,29.205,24.504
1467787588.305,140.710,35.431,35.320,29.158,29.207,24.554
1467787589.345,141.750,35.398,35.318,29.201,29.208,24.513
1467787590.362,142.767,35.426,35.316,29.249,29.211,24.510
1467787591.387,143.792,35.426,35.314,29.209,29.210,24.565
1467787592.411,144.816,35.420,35.311,29.315,29.213,24.559
1467787593.443,145.848,35.403,35.311,29.306,29.211,24.612
1467787594.473,146.878,35.387,35.310,29.556,29.211,24.628
1467787595.498,147.903,35.414,35.307,29.457,29.208,24.617
1467787596.521,148.926,35.367,35.304,29.265,29.208,24.697
1467787597.547,149.952,35.335,35.303,29.200,29.212,24.670
1467787598.563,150.968,35.395,35.305,29.264,29.217,24.668
1467787599.587,151.992,35.320,35.304,29.203,29.216,24.673
1467787600.628,153.033,35.367,35.303,29.270,29.225,24.713
1467787601.641,154.046,35.413,35.303,29.305,29.224,24.654
1467787602.667,155.072,35.367,35.314,29.330,29.223,24.693
1467787603.697,156.102,35.377,35.315,29.302,29.224,24.654
1467787604.723,157.128,35.365,35.315,29.206,29.225,24.652
1467787605.754,158.159,35.392,35.315,29.323,29.227,24.661
1467787606.779,159.184,35.294,35.314,29.168,29.231,24.770
1467787607.801,160.206,35.314,35.312,29.142,29.231,24.771
