# timestamp,time_from_start,face,face_filtered,nose,nose_filtered,background
1467785612.419,0.000,35.861,nan,35.828,nan,24.073
1467785613.429,1.010,35.782,nan,35.647,nan,24.083
1467785614.458,2.039,35.801,nan,35.648,nan,24.085
1467785615.475,3.056,35.713,nan,35.496,nan,24.086
1467785616.499,4.080,35.758,nan,35.596,nan,24.043
1467785617.519,5.100,35.767,nan,35.654,nan,24.025
1467785618.544,6.125,35.725,nan,35.783,nan,24.070
1467785619.576,7.157,35.830,nan,35.883,nan,24.034
1467785620.609,8.190,35.845,nan,35.735,nan,24.049
1467785621.628,9.209,35.678,nan,35.533,nan,24.120
1467785622.657,10.238,35.853,nan,35.696,nan,24.053
1467785623.684,11.265,35.814,nan,35.633,nan,24.038
1467785624.698,12.279,35.818,nan,35.731,nan,24.004
1467785625.724,13.305,35.678,nan,35.505,nan,24.154
1467785626.751,14.332,35.782,nan,35.588,nan,24.107
1467785627.787,15.368,35.684,nan,35.583,nan,24.231
1467785628.803,16.384,35.761,nan,35.588,nan,24.070
1467785629.825,17.406,35.759,nan,35.633,nan,24.127
1467785630.856,18.437,35.849,nan,35.712,nan,24.085
1467785631.898,19.479,35.730,nan,35.533,nan,24.131
1467785632.915,20.496,35.724,nan,35.506,nan,24.135
1467785633.941,21.522,35.836,nan,35.653,nan,23.974
1467785634.964,22.545,35.824,nan,35.688,nan,23.983
1467785635.981,23.562,35.845,nan,35.709,nan,24.055
1467785637.016,24.597,35.768,nan,35.659,nan,24.182
1467785638.042,25.623,35.735,nan,35.706,nan,24.140
1467785639.058,26.639,35.746,35.739,35.683,35.614,24.120
1467785640.091,27.672,35.702,35.736,35.628,35.610,24.218
1467785641.119,28.700,35.712,35.734,35.583,35.607,24.194
1467785642.143,29.724,35.640,35.734,35.460,35.609,24.182
1467785643.172,30.753,35.761,35.733,35.574,35.611,24.160
1467785644.184,31.765,35.770,35.734,35.675,35.615,24.192
1467785645.214,32.795,35.724,35.733,35.524,35.613,24.111
1467785646.243,33.824,35.769,35.731,35.623,35.612,24.097
