# timestamp,time_from_start,face,face_filtered,nose,nose_filtered,background
1467794966.729,0.000,34.891,nan,36.204,nan,24.309
1467794967.732,1.003,34.759,nan,35.938,nan,24.795
1467794968.763,2.034,34.672,nan,36.018,nan,25.206
1467794969.786,3.057,34.569,nan,35.799,nan,25.609
1467794970.812,4.083,34.492,nan,35.778,nan,25.997
1467794971.837,5.108,34.499,nan,35.709,nan,26.135
1467794972.863,6.134,34.388,nan,35.585,nan,26.221
1467794973.882,7.153,34.448,nan,35.560,nan,26.153
1467794974.913,8.184,34.362,nan,35.673,nan,26.203
1467794975.940,9.211,34.389,nan,35.651,nan,26.161
1467794977.076,10.347,34.366,nan,35.744,nan,26.151
1467794978.105,11.376,34.404,nan,35.773,nan,26.021
1467794979.124,12.395,34.437,nan,35.804,nan,25.867
1467794980.156,13.427,34.414,nan,35.753,nan,25.811
1467794981.177,14.448,34.418,nan,35.699,nan,25.782
1467794982.202,15.473,34.482,nan,35.793,nan,25.556
1467794983.240,16.511,34.483,nan,35.687,nan,25.489
1467794984.263,17.534,34.495,nan,35.688,nan,25.338
1467794985.292,18.563,34.479,nan,35.632,nan,25.284
1467794986.308,19.579,34.495,nan,35.604,nan,25.182
1467794987.336,20.607,34.554,nan,35.587,nan,25.012
1467794988.357,21.628,34.555,nan,35.581,nan,24.904
1467794989.386,22.657,34.540,nan,35.559,nan,24.828
1467794990.415,23.686,34.565,nan,35.543,nan,24.745
1467794991.438,24.709,34.640,nan,35.518,nan,24.630
1467794992.457,25.728,34.644,nan,35.575,nan,24.590
1467794993.486,26.757,34.691,34.679,35.676,35.674,24.450
1467794994.519,27.790,34.717,34.680,35.678,35.663,24.240
1467794995.541,28.812,34.690,34.683,35.597,35.652,24.219
1467794996.565,29.836,34.763,34.688,35.667,35.644,24.197
1467794997.592,30.863,34.740,34.695,35.622,35.637,24.160
1467794998.620,31.891,34.613,34.704,35.488,35.636,24.095
1467794999.637,32.908,34.745,34.714,35.420,35.632,24.038
1467795000.678,33.949,34.680,34.723,35.385,35.630,24.105
1467795001.687,34.958,34.773,34.733,35.622,35.631,23.934
1467795002.727,35.998,34.854,34.742,35.724,35.630,23.861
